"UF","COD_MUN_TSE","NOME_MUNICIPIO","DESCRICAO_CARGO","NUM_ZONA","QTDE_VOTOS"
"AC","01007","Bujari","GOVERNADOR","9","4937"
"AC","01015","Capixaba","GOVERNADOR","8","5119"
"AC","01023","Porto Acre","GOVERNADOR","10","8526"
"AC","01031","Santa Rosa do Purus","GOVERNADOR","3","1622"
"AC","01040","Marechal Thaumaturgo","GOVERNADOR","4","4939"
"AC","01058","Brasiléia","GOVERNADOR","6","11001"
"AC","01066","Porto Walter","GOVERNADOR","4","3380"
"AC","01074","Cruzeiro do Sul","GOVERNADOR","4","32373"
"AC","01082","Rodrigues Alves","GOVERNADOR","4","5816"
"AC","01090","Mâncio Lima","GOVERNADOR","4","7331"
"AC","01104","Jordão","GOVERNADOR","5","2353"
"AC","01112","Epitaciolândia","GOVERNADOR","6","6955"
"AC","01120","Acrelândia","GOVERNADOR","8","6986"
"AC","01139","Feijó","GOVERNADOR","7","12237"
"AC","01392","Rio Branco","GOVERNADOR","1","57162"
"AC","01392","Rio Branco","GOVERNADOR","10","56695"
"AC","01392","Rio Branco","GOVERNADOR","9","65864"
"AC","01457","Sena Madureira","GOVERNADOR","3","17805"
"AC","01473","Tarauacá","GOVERNADOR","5","14453"
"AC","01490","Xapuri","GOVERNADOR","2","8150"
"AC","01511","Plácido de Castro","GOVERNADOR","8","9781"
"AC","01538","Senador Guiomard","GOVERNADOR","8","12710"
"AC","01554","Manoel Urbano","GOVERNADOR","3","3706"
"AC","01570","Assis Brasil","GOVERNADOR","6","3669"
"AL","27006","Paripueira","GOVERNADOR","17","12729"
"AL","27014","Água Branca","GOVERNADOR","39","20154"
"AL","27022","Pariconha","GOVERNADOR","39","11229"
"AL","27030","Anadia","GOVERNADOR","4","18630"
"AL","27049","Estrela de Alagoas","GOVERNADOR","10","15696"
"AL","27057","Arapiraca","GOVERNADOR","22","97520"
"AL","27057","Arapiraca","GOVERNADOR","55","101351"
"AL","27065","Jequiá da Praia","GOVERNADOR","18","11082"
"AL","27073","Atalaia","GOVERNADOR","6","43298"
"AL","27081","Campestre","GOVERNADOR","14","6930"
"AL","27090","Barra de Santo Antônio","GOVERNADOR","17","13348"
"AL","27111","Barra de São Miguel","GOVERNADOR","18","8316"
"AL","27138","Batalha","GOVERNADOR","29","16691"
"AL","27154","Belém","GOVERNADOR","10","6933"
"AL","27170","Belo Monte","GOVERNADOR","29","6784"
"AL","27197","Boca da Mata","GOVERNADOR","48","28981"
"AL","27219","Branquinha","GOVERNADOR","9","10057"
"AL","27235","Cacimbinhas","GOVERNADOR","46","10816"
"AL","27251","Cajueiro","GOVERNADOR","23","20396"
"AL","27278","Campo Alegre","GOVERNADOR","47","30339"
"AL","27294","Campo Grande","GOVERNADOR","44","11606"
"AL","27316","Canapi","GOVERNADOR","27","18013"
"AL","27332","Capela","GOVERNADOR","23","18738"
"AL","27359","Carneiros","GOVERNADOR","51","8195"
"AL","27375","Chã Preta","GOVERNADOR","5","8545"
"AL","27391","Coité do Nóia","GOVERNADOR","22","11538"
"AL","27413","Colônia Leopoldina","GOVERNADOR","24","20086"
"AL","27430","Coqueiro Seco","GOVERNADOR","15","6627"
"AL","27456","Coruripe","GOVERNADOR","7","53512"
"AL","27472","Delmiro Gouveia","GOVERNADOR","40","50684"
"AL","27499","Dois Riachos","GOVERNADOR","46","12312"
"AL","27510","Feira Grande","GOVERNADOR","55","23206"
"AL","27537","Feliz Deserto","GOVERNADOR","38","4775"
"AL","27553","Flexeiras","GOVERNADOR","53","11578"
"AL","27570","Girau do Ponciano","GOVERNADOR","44","33223"
"AL","27596","Ibateguara","GOVERNADOR","16","15221"
"AL","27618","Igaci","GOVERNADOR","45","25280"
"AL","27634","Igreja Nova","GOVERNADOR","30","24814"
"AL","27650","Inhapi","GOVERNADOR","27","17059"
"AL","27677","Jacaré dos Homens","GOVERNADOR","29","6849"
"AL","27693","Jacuípe","GOVERNADOR","14","7671"
"AL","27715","Japaratinga","GOVERNADOR","25","8691"
"AL","27731","Jaramataia","GOVERNADOR","31","6668"
"AL","27758","Joaquim Gomes","GOVERNADOR","53","19331"
"AL","27774","Jundiá","GOVERNADOR","14","5424"
"AL","27790","Junqueiro","GOVERNADOR","35","26267"
"AL","27812","Lagoa da Canoa","GOVERNADOR","55","19205"
"AL","27839","Limoeiro de Anadia","GOVERNADOR","36","23574"
"AL","27855","Maceió","GOVERNADOR","1","163078"
"AL","27855","Maceió","GOVERNADOR","2","243930"
"AL","27855","Maceió","GOVERNADOR","3","225223"
"AL","27855","Maceió","GOVERNADOR","54","241123"
"AL","27871","Major Isidoro","GOVERNADOR","31","20619"
"AL","27898","Maragogi","GOVERNADOR","25","25972"
"AL","27910","Maravilha","GOVERNADOR","50","11073"
"AL","27936","Marechal Deodoro","GOVERNADOR","26","46942"
"AL","27952","Maribondo","GOVERNADOR","43","15438"
"AL","27979","Mar Vermelho","GOVERNADOR","5","5159"
"AL","27995","Mata Grande","GOVERNADOR","27","23590"
"AL","28010","Matriz de Camaragibe","GOVERNADOR","52","23672"
"AL","28037","Messias","GOVERNADOR","9","17447"
"AL","28053","Minador do Negrão","GOVERNADOR","46","5872"
"AL","28070","Monteirópolis","GOVERNADOR","42","7602"
"AL","28096","Murici","GOVERNADOR","9","28137"
"AL","28118","Novo Lino","GOVERNADOR","24","12269"
"AL","28134","Olho d'Água das Flores","GOVERNADOR","42","20177"
"AL","28150","Olho d'Água do Casado","GOVERNADOR","32","8818"
"AL","28177","Olho d'Água Grande","GOVERNADOR","34","5710"
"AL","28193","Olivença","GOVERNADOR","19","12072"
"AL","28215","Ouro Branco","GOVERNADOR","50","12120"
"AL","28231","Palestina","GOVERNADOR","11","5374"
"AL","28258","Palmeira dos Índios","GOVERNADOR","10","74545"
"AL","28274","Pão de Açúcar","GOVERNADOR","11","24894"
"AL","28290","Passo de Camaragibe","GOVERNADOR","12","15416"
"AL","28312","Paulo Jacinto","GOVERNADOR","41","9521"
"AL","28339","Penedo","GOVERNADOR","13","57553"
"AL","28355","Piaçabuçu","GOVERNADOR","38","17697"
"AL","28371","Pilar","GOVERNADOR","8","37327"
"AL","28398","Pindoba","GOVERNADOR","43","3776"
"AL","28410","Piranhas","GOVERNADOR","32","21209"
"AL","28436","Poço das Trincheiras","GOVERNADOR","50","12909"
"AL","28452","Porto Calvo","GOVERNADOR","14","27767"
"AL","28479","Porto de Pedras","GOVERNADOR","33","8940"
"AL","28495","Porto Real do Colégio","GOVERNADOR","37","20667"
"AL","28517","Quebrangulo","GOVERNADOR","28","13855"
"AL","28533","Rio Largo","GOVERNADOR","15","71410"
"AL","28550","Roteiro","GOVERNADOR","18","6090"
"AL","28576","Santa Luzia do Norte","GOVERNADOR","15","8449"
"AL","28592","Santana do Ipanema","GOVERNADOR","19","45101"
"AL","28614","Santana do Mundaú","GOVERNADOR","21","11373"
"AL","28630","São Brás","GOVERNADOR","34","7778"
"AL","28657","São José da Laje","GOVERNADOR","16","25244"
"AL","28673","São José da Tapera","GOVERNADOR","51","26453"
"AL","28690","São Luís do Quitunde","GOVERNADOR","17","32558"
"AL","28711","São Miguel dos Campos","GOVERNADOR","18","57187"
"AL","28738","São Miguel dos Milagres","GOVERNADOR","33","7946"
"AL","28754","São Sebastião","GOVERNADOR","49","33451"
"AL","28770","Satuba","GOVERNADOR","15","14572"
"AL","28797","Tanque d'Arca","GOVERNADOR","4","6817"
"AL","28819","Taquarana","GOVERNADOR","43","19104"
"AL","28835","Traipu","GOVERNADOR","20","24013"
"AL","28851","União dos Palmares","GOVERNADOR","21","61102"
"AL","28878","Viçosa","GOVERNADOR","5","29326"
"AL","28894","Craíbas","GOVERNADOR","22","23502"
"AL","28916","Senador Rui Palmeira","GOVERNADOR","51","11755"
"AL","28932","Teotônio Vilela","GOVERNADOR","35","39794"
"AM","02003","Apuí","GOVERNADOR","67","6277"
"AM","02011","Novo Airão","GOVERNADOR","34","5251"
"AM","02020","Guajará","GOVERNADOR","45","3722"
"AM","02038","Anori","GOVERNADOR","33","6311"
"AM","02046","Careiro da Várzea","GOVERNADOR","61","10655"
"AM","02054","Atalaia do Norte","GOVERNADOR","42","3569"
"AM","02070","Autazes","GOVERNADOR","35","13641"
"AM","02097","Barcelos","GOVERNADOR","18","5398"
"AM","02119","Barreirinha","GOVERNADOR","26","11159"
"AM","02135","Benjamin Constant","GOVERNADOR","20","12474"
"AM","02151","Boca do Acre","GOVERNADOR","14","12279"
"AM","02178","Borba","GOVERNADOR","15","12549"
"AM","02194","Canutama","GOVERNADOR","13","4265"
"AM","02216","Carauari","GOVERNADOR","21","9617"
"AM","02232","Careiro","GOVERNADOR","23","13177"
"AM","02259","Coari","GOVERNADOR","8","29784"
"AM","02275","Codajás","GOVERNADOR","7","9190"
"AM","02291","Eirunepé","GOVERNADOR","11","11873"
"AM","02313","Envira","GOVERNADOR","46","6360"
"AM","02330","Fonte Boa","GOVERNADOR","10","8685"
"AM","02356","Humaitá","GOVERNADOR","17","18003"
"AM","02372","Santa Isabel do Rio Negro","GOVERNADOR","30","3571"
"AM","02399","Ipixuna","GOVERNADOR","45","4974"
"AM","02410","Itacoatiara","GOVERNADOR","3","42675"
"AM","02437","Itapiranga","GOVERNADOR","24","4595"
"AM","02453","Japurá","GOVERNADOR","48","2246"
"AM","02470","Juruá","GOVERNADOR","50","3506"
"AM","02496","Jutaí","GOVERNADOR","41","6066"
"AM","02518","Lábrea","GOVERNADOR","12","13249"
"AM","02534","Manacapuru","GOVERNADOR","6","44316"
"AM","02550","Manaus","GOVERNADOR","1","103995"
"AM","02550","Manaus","GOVERNADOR","2","53821"
"AM","02550","Manaus","GOVERNADOR","31","63369"
"AM","02550","Manaus","GOVERNADOR","32","59996"
"AM","02550","Manaus","GOVERNADOR","37","75287"
"AM","02550","Manaus","GOVERNADOR","40","65812"
"AM","02550","Manaus","GOVERNADOR","58","81297"
"AM","02550","Manaus","GOVERNADOR","59","91710"
"AM","02550","Manaus","GOVERNADOR","62","67704"
"AM","02550","Manaus","GOVERNADOR","63","56253"
"AM","02550","Manaus","GOVERNADOR","65","61292"
"AM","02550","Manaus","GOVERNADOR","68","106144"
"AM","02550","Manaus","GOVERNADOR","70","81847"
"AM","02577","Manicoré","GOVERNADOR","16","16270"
"AM","02593","Maraã","GOVERNADOR","49","4533"
"AM","02615","Maués","GOVERNADOR","5","19718"
"AM","02631","Nhamundá","GOVERNADOR","43","8088"
"AM","02658","Nova Olinda do Norte","GOVERNADOR","28","9665"
"AM","02674","Novo Aripuanã","GOVERNADOR","29","7187"
"AM","02690","Parintins","GOVERNADOR","4","43979"
"AM","02712","Pauini","GOVERNADOR","44","5643"
"AM","02739","Santo Antônio do Içá","GOVERNADOR","47","7975"
"AM","02755","São Paulo de Olivença","GOVERNADOR","22","9829"
"AM","02771","Silves","GOVERNADOR","39","4638"
"AM","02798","Tapauá","GOVERNADOR","38","7046"
"AM","02810","Tefé","GOVERNADOR","9","23929"
"AM","02836","São Gabriel da Cachoeira","GOVERNADOR","19","15539"
"AM","02852","Urucará","GOVERNADOR","27","6952"
"AM","02879","Urucurituba","GOVERNADOR","25","7302"
"AM","02895","Alvarães","GOVERNADOR","60","5754"
"AM","02917","Amaturá","GOVERNADOR","22","3427"
"AM","02933","Anamã","GOVERNADOR","53","4279"
"AM","02950","Beruri","GOVERNADOR","54","6093"
"AM","02976","Boa Vista do Ramos","GOVERNADOR","64","6602"
"AM","02992","Caapiranga","GOVERNADOR","55","4505"
"AM","98353","Iranduba","GOVERNADOR","56","19862"
"AM","98370","Itamarati","GOVERNADOR","69","3679"
"AM","98396","Manaquiri","GOVERNADOR","66","8038"
"AM","98418","Presidente Figueiredo","GOVERNADOR","51","12014"
"AM","98434","Rio Preto da Eva","GOVERNADOR","52","9411"
"AM","98450","São Sebastião do Uatumã","GOVERNADOR","57","3687"
"AM","98477","Tabatinga","GOVERNADOR","36","18842"
"AM","98493","Uarini","GOVERNADOR","9","4259"
"AM","98515","Tonantins","GOVERNADOR","47","5239"
"AP","06009","Pracuúba","GOVERNADOR","1","4048"
"AP","06017","Amapá","GOVERNADOR","1","8788"
"AP","06025","Porto Grande","GOVERNADOR","12","16504"
"AP","06033","Calçoene","GOVERNADOR","3","9948"
"AP","06041","Itaubal","GOVERNADOR","10","5980"
"AP","06050","Macapá","GOVERNADOR","10","161289"
"AP","06050","Macapá","GOVERNADOR","2","252395"
"AP","06068","Cutias","GOVERNADOR","10","5199"
"AP","06076","Mazagão","GOVERNADOR","5","18830"
"AP","06084","Pedra Branca do Amapari","GOVERNADOR","11","8040"
"AP","06092","Oiapoque","GOVERNADOR","4","19809"
"AP","06106","Serra do Navio","GOVERNADOR","11","4905"
"AP","06114","Ferreira Gomes","GOVERNADOR","9","6407"
"AP","06122","Vitória do Jari","GOVERNADOR","13","13706"
"AP","06130","Laranjal do Jari","GOVERNADOR","7","39622"
"AP","06157","Santana","GOVERNADOR","6","109856"
"AP","06173","Tartarugalzinho","GOVERNADOR","8","11019"
"BA","30007","Luís Eduardo Magalhães","GOVERNADOR","205","20814"
"BA","30058","Eunápolis","GOVERNADOR","188","50348"
"BA","30660","Iuiú","GOVERNADOR","125","5810"
"BA","30678","Jaborandi","GOVERNADOR","61","5508"
"BA","30694","Jussari","GOVERNADOR","27","3408"
"BA","30716","América Dourada","GOVERNADOR","199","8295"
"BA","30732","Arataca","GOVERNADOR","166","4443"
"BA","30759","Barro Alto","GOVERNADOR","174","7038"
"BA","30775","Barrocas","GOVERNADOR","150","8880"
"BA","30791","Buritirama","GOVERNADOR","77","9615"
"BA","30813","Capela do Alto Alegre","GOVERNADOR","191","6790"
"BA","30830","Capim Grosso","GOVERNADOR","191","14714"
"BA","30856","Canudos","GOVERNADOR","102","8417"
"BA","30872","Dias d'Ávila","GOVERNADOR","186","31474"
"BA","30899","Fátima","GOVERNADOR","82","10082"
"BA","30910","Filadélfia","GOVERNADOR","149","9632"
"BA","30937","Gavião","GOVERNADOR","191","3042"
"BA","30953","Guajeru","GOVERNADOR","93","4450"
"BA","30970","Heliópolis","GOVERNADOR","82","7363"
"BA","30996","João Dourado","GOVERNADOR","199","12342"
"BA","33014","Abaíra","GOVERNADOR","105","5183"
"BA","33030","Abaré","GOVERNADOR","158","9467"
"BA","33057","Acajutiba","GOVERNADOR","21","7884"
"BA","33065","Adustina","GOVERNADOR","52","8445"
"BA","33073","Água Fria","GOVERNADOR","74","8678"
"BA","33090","Érico Cardoso","GOVERNADOR","111","5770"
"BA","33111","Aiquara","GOVERNADOR","147","3043"
"BA","33138","Alagoinhas","GOVERNADOR","163","35034"
"BA","33138","Alagoinhas","GOVERNADOR","164","42827"
"BA","33154","Alcobaça","GOVERNADOR","112","11072"
"BA","33170","Almadina","GOVERNADOR","135","3659"
"BA","33197","Amargosa","GOVERNADOR","36","18021"
"BA","33219","Amélia Rodrigues","GOVERNADOR","128","13478"
"BA","33235","Anagé","GOVERNADOR","161","13058"
"BA","33251","Andaraí","GOVERNADOR","119","6944"
"BA","33260","Andorinha","GOVERNADOR","45","9132"
"BA","33278","Angical","GOVERNADOR","126","9130"
"BA","33294","Anguera","GOVERNADOR","194","6555"
"BA","33316","Antas","GOVERNADOR","82","7690"
"BA","33332","Antônio Cardoso","GOVERNADOR","143","8018"
"BA","33359","Antônio Gonçalves","GOVERNADOR","53","5608"
"BA","33375","Aporá","GOVERNADOR","44","8981"
"BA","33383","Araças","GOVERNADOR","163","7244"
"BA","33391","Aracatu","GOVERNADOR","90","8433"
"BA","33405","Apuarema","GOVERNADOR","23","4125"
"BA","33413","Araci","GOVERNADOR","123","25270"
"BA","33430","Aramari","GOVERNADOR","163","6271"
"BA","33456","Aratuípe","GOVERNADOR","30","5654"
"BA","33472","Aurelino Leal","GOVERNADOR","73","6847"
"BA","33499","Baianópolis","GOVERNADOR","98","8141"
"BA","33510","Baixa Grande","GOVERNADOR","86","11017"
"BA","33529","Banzaê","GOVERNADOR","110","6730"
"BA","33537","Barra","GOVERNADOR","77","22727"
"BA","33553","Barra da Estiva","GOVERNADOR","169","12705"
"BA","33570","Barra do Choça","GOVERNADOR","139","17330"
"BA","33596","Barra do Mendes","GOVERNADOR","176","8017"
"BA","33618","Barra do Rocha","GOVERNADOR","24","3041"
"BA","33634","Barreiras","GOVERNADOR","70","63989"
"BA","33650","Barro Preto","GOVERNADOR","136","3908"
"BA","33677","Belmonte","GOVERNADOR","34","10341"
"BA","33693","Belo Campo","GOVERNADOR","177","9322"
"BA","33715","Biritinga","GOVERNADOR","150","8596"
"BA","33731","Boa Nova","GOVERNADOR","59","8154"
"BA","33758","Boa Vista do Tupim","GOVERNADOR","42","9381"
"BA","33774","Bom Jesus da Lapa","GOVERNADOR","71","30102"
"BA","33782","Bom Jesus da Serra","GOVERNADOR","59","5412"
"BA","33790","Boninal","GOVERNADOR","105","6313"
"BA","33804","Bonito","GOVERNADOR","69","7739"
"BA","33812","Boquira","GOVERNADOR","65","10657"
"BA","33839","Botuporã","GOVERNADOR","111","6079"
"BA","33855","Brejões","GOVERNADOR","36","7920"
"BA","33871","Brejolândia","GOVERNADOR","190","5604"
"BA","33898","Brotas de Macaúbas","GOVERNADOR","94","6401"
"BA","33910","Brumado","GOVERNADOR","90","35660"
"BA","33936","Buerarema","GOVERNADOR","166","10146"
"BA","33952","Caatiba","GOVERNADOR","139","4745"
"BA","33960","Cabaceiras do Paraguaçu","GOVERNADOR","131","8955"
"BA","33979","Cachoeira","GOVERNADOR","118","18413"
"BA","33995","Caculé","GOVERNADOR","93","11561"
"BA","34010","Caém","GOVERNADOR","167","6276"
"BA","34029","Caetanos","GOVERNADOR","59","5625"
"BA","34037","Caetité","GOVERNADOR","63","26605"
"BA","34053","Cafarnaum","GOVERNADOR","55","8637"
"BA","34070","Cairu","GOVERNADOR","31","7530"
"BA","34096","Caldeirão Grande","GOVERNADOR","115","5549"
"BA","34118","Camacan","GOVERNADOR","133","13579"
"BA","34134","Camaçari","GOVERNADOR","170","52342"
"BA","34134","Camaçari","GOVERNADOR","171","61134"
"BA","34150","Camamu","GOVERNADOR","78","16145"
"BA","34177","Campo Alegre de Lourdes","GOVERNADOR","67","13400"
"BA","34193","Campo Formoso","GOVERNADOR","53","35314"
"BA","34215","Canápolis","GOVERNADOR","99","5744"
"BA","34231","Canarana","GOVERNADOR","174","12361"
"BA","34258","Canavieiras","GOVERNADOR","116","17028"
"BA","34274","Candeal","GOVERNADOR","114","5390"
"BA","34290","Candeias","GOVERNADOR","127","45713"
"BA","34312","Candiba","GOVERNADOR","64","7893"
"BA","34339","Cândido Sales","GOVERNADOR","165","13878"
"BA","34355","Cansanção","GOVERNADOR","50","17046"
"BA","34363","Caraíbas","GOVERNADOR","161","5480"
"BA","34371","Caravelas","GOVERNADOR","202","9700"
"BA","34398","Cardeal da Silva","GOVERNADOR","144","4716"
"BA","34410","Carinhanha","GOVERNADOR","125","14166"
"BA","34436","Casa Nova","GOVERNADOR","66","36819"
"BA","34452","Castro Alves","GOVERNADOR","43","16255"
"BA","34479","Catolândia","GOVERNADOR","100","2609"
"BA","34495","Catu","GOVERNADOR","129","30398"
"BA","34509","Caturama","GOVERNADOR","111","4790"
"BA","34517","Central","GOVERNADOR","159","9631"
"BA","34533","Chorrochó","GOVERNADOR","158","6631"
"BA","34550","Cícero Dantas","GOVERNADOR","82","17752"
"BA","34576","Cipó","GOVERNADOR","79","9047"
"BA","34592","Coaraci","GOVERNADOR","135","12465"
"BA","34614","Cocos","GOVERNADOR","61","9698"
"BA","34630","Conceição da Feira","GOVERNADOR","108","11350"
"BA","34657","Conceição do Almeida","GOVERNADOR","184","10345"
"BA","34673","Conceição do Coité","GOVERNADOR","132","36844"
"BA","34690","Conceição do Jacuípe","GOVERNADOR","192","16731"
"BA","34711","Conde","GOVERNADOR","21","11146"
"BA","34738","Condeúba","GOVERNADOR","60","9790"
"BA","34754","Contendas do Sincorá","GOVERNADOR","196","2604"
"BA","34770","Coração de Maria","GOVERNADOR","130","14993"
"BA","34797","Cordeiros","GOVERNADOR","60","4328"
"BA","34819","Coribe","GOVERNADOR","61","8640"
"BA","34835","Coronel João Sá","GOVERNADOR","51","8942"
"BA","34851","Correntina","GOVERNADOR","124","17506"
"BA","34878","Cotegipe","GOVERNADOR","98","7256"
"BA","34894","Cravolândia","GOVERNADOR","75","3120"
"BA","34916","Crisópolis","GOVERNADOR","81","10476"
"BA","34932","Cristópolis","GOVERNADOR","98","8467"
"BA","34959","Cruz das Almas","GOVERNADOR","142","32536"
"BA","34975","Curaçá","GOVERNADOR","85","18165"
"BA","34991","Dário Meira","GOVERNADOR","147","5769"
"BA","35017","Dom Basílio","GOVERNADOR","101","7181"
"BA","35033","Dom Macedo Costa","GOVERNADOR","56","2883"
"BA","35050","Elísio Medrado","GOVERNADOR","107","5726"
"BA","35076","Encruzilhada","GOVERNADOR","152","10747"
"BA","35092","Entre Rios","GOVERNADOR","144","19621"
"BA","35114","Esplanada","GOVERNADOR","21","16684"
"BA","35130","Euclides da Cunha","GOVERNADOR","102","28986"
"BA","35149","Feira da Mata","GOVERNADOR","125","3266"
"BA","35157","Feira de Santana","GOVERNADOR","154","80542"
"BA","35157","Feira de Santana","GOVERNADOR","155","68881"
"BA","35157","Feira de Santana","GOVERNADOR","156","67818"
"BA","35157","Feira de Santana","GOVERNADOR","157","81750"
"BA","35173","Firmino Alves","GOVERNADOR","137","3112"
"BA","35190","Floresta Azul","GOVERNADOR","29","5539"
"BA","35211","Formosa do Rio Preto","GOVERNADOR","187","11675"
"BA","35238","Gandu","GOVERNADOR","151","15292"
"BA","35254","Gentio do Ouro","GOVERNADOR","197","6360"
"BA","35270","Glória","GOVERNADOR","84","8938"
"BA","35297","Gongogi","GOVERNADOR","73","3700"
"BA","35319","Governador Mangabeira","GOVERNADOR","131","11691"
"BA","35335","Guanambi","GOVERNADOR","64","43571"
"BA","35351","Guaratinga","GOVERNADOR","189","10834"
"BA","35378","Iaçu","GOVERNADOR","193","13367"
"BA","35394","Ibiassucê","GOVERNADOR","93","6142"
"BA","35416","Ibicaraí","GOVERNADOR","29","13009"
"BA","35432","Ibicoara","GOVERNADOR","169","8640"
"BA","35459","Ibicuí","GOVERNADOR","146","8274"
"BA","35475","Ibipeba","GOVERNADOR","176","9368"
"BA","35491","Santa Rita de Cássia","GOVERNADOR","97","14734"
"BA","35513","Ibipitanga","GOVERNADOR","65","7484"
"BA","35530","Ibiquera","GOVERNADOR","42","2480"
"BA","35556","Ibirapitanga","GOVERNADOR","134","9224"
"BA","35572","Ibirapuã","GOVERNADOR","153","4385"
"BA","35599","Ibirataia","GOVERNADOR","24","11363"
"BA","35610","Ibitiara","GOVERNADOR","121","8370"
"BA","35637","Ibititá","GOVERNADOR","176","10205"
"BA","35653","Ibotirama","GOVERNADOR","173","13606"
"BA","35670","Ichu","GOVERNADOR","114","3902"
"BA","35696","Igaporã","GOVERNADOR","113","8283"
"BA","35700","Igrapiúna","GOVERNADOR","78","6805"
"BA","35718","Iguaí","GOVERNADOR","146","12831"
"BA","35734","Ilhéus","GOVERNADOR","25","47141"
"BA","35734","Ilhéus","GOVERNADOR","26","48739"
"BA","35750","Inhambupe","GOVERNADOR","44","18164"
"BA","35777","Ipecaetá","GOVERNADOR","143","9164"
"BA","35793","Ipiaú","GOVERNADOR","24","22380"
"BA","35815","Ipirá","GOVERNADOR","62","30992"
"BA","35831","Ipupiara","GOVERNADOR","94","5368"
"BA","35858","Irajuba","GOVERNADOR","76","4071"
"BA","35874","Iramaia","GOVERNADOR","168","6619"
"BA","35890","Iraquara","GOVERNADOR","88","11189"
"BA","35912","Irará","GOVERNADOR","74","15978"
"BA","35939","Irecê","GOVERNADOR","95","31619"
"BA","35947","Itabela","GOVERNADOR","189","14956"
"BA","35955","Itaberaba","GOVERNADOR","42","29440"
"BA","35971","Itabuna","GOVERNADOR","27","49920"
"BA","35971","Itabuna","GOVERNADOR","28","62185"
"BA","35998","Itacaré","GOVERNADOR","203","8827"
"BA","36013","Itaeté","GOVERNADOR","168","7229"
"BA","36030","Itagi","GOVERNADOR","147","7548"
"BA","36056","Itagibá","GOVERNADOR","147","8432"
"BA","36072","Itagimirim","GOVERNADOR","188","3916"
"BA","36080","Itaguaçu da Bahia","GOVERNADOR","68","6687"
"BA","36099","Itaju do Colônia","GOVERNADOR","137","3405"
"BA","36110","Itajuípe","GOVERNADOR","136","12153"
"BA","36137","Itamaraju","GOVERNADOR","172","30379"
"BA","36153","Itamari","GOVERNADOR","151","4812"
"BA","36170","Itambé","GOVERNADOR","201","13699"
"BA","36196","Itanagra","GOVERNADOR","185","3313"
"BA","36218","Itanhém","GOVERNADOR","148","11025"
"BA","36234","Itaparica","GOVERNADOR","141","11371"
"BA","36250","Itapé","GOVERNADOR","27","6397"
"BA","36277","Itapebi","GOVERNADOR","188","4821"
"BA","36293","Itapetinga","GOVERNADOR","140","34010"
"BA","36315","Itapicuru","GOVERNADOR","81","14263"
"BA","36331","Itapitanga","GOVERNADOR","135","4613"
"BA","36358","Itaquara","GOVERNADOR","76","4611"
"BA","36374","Itarantim","GOVERNADOR","91","9544"
"BA","36382","Itatim","GOVERNADOR","107","8254"
"BA","36390","Itiruçu","GOVERNADOR","37","7185"
"BA","36412","Itiúba","GOVERNADOR","149","19508"
"BA","36439","Itororó","GOVERNADOR","137","11511"
"BA","36455","Ituaçu","GOVERNADOR","58","10793"
"BA","36471","Ituberá","GOVERNADOR","32","13761"
"BA","36498","Jacaraci","GOVERNADOR","92","7621"
"BA","36510","Jacobina","GOVERNADOR","46","39982"
"BA","36536","Jaguaquara","GOVERNADOR","76","24002"
"BA","36552","Jaguarari","GOVERNADOR","179","16287"
"BA","36579","Jaguaripe","GOVERNADOR","30","8250"
"BA","36595","Jandaíra","GOVERNADOR","49","5203"
"BA","36617","Jequié","GOVERNADOR","22","27964"
"BA","36617","Jequié","GOVERNADOR","23","46685"
"BA","36633","Jeremoabo","GOVERNADOR","51","18548"
"BA","36650","Jiquiriçá","GOVERNADOR","38","7734"
"BA","36676","Jitaúna","GOVERNADOR","147","9015"
"BA","36692","Juazeiro","GOVERNADOR","47","45699"
"BA","36692","Juazeiro","GOVERNADOR","48","55746"
"BA","36706","Jucuruçu","GOVERNADOR","172","5810"
"BA","36714","Jussara","GOVERNADOR","159","8355"
"BA","36730","Jussiape","GOVERNADOR","101","5000"
"BA","36757","Lafaiete Coutinho","GOVERNADOR","37","2754"
"BA","36765","Lagoa Real","GOVERNADOR","63","7014"
"BA","36773","Laje","GOVERNADOR","109","13488"
"BA","36790","Lajedão","GOVERNADOR","153","2928"
"BA","36811","Lajedinho","GOVERNADOR","87","2345"
"BA","36820","Lajedo do Tabocal","GOVERNADOR","37","4352"
"BA","36838","Lamarão","GOVERNADOR","160","4685"
"BA","36854","Lauro de Freitas","GOVERNADOR","180","80574"
"BA","36870","Lençóis","GOVERNADOR","204","4801"
"BA","36897","Licínio de Almeida","GOVERNADOR","93","6599"
"BA","36919","Livramento de Nossa Senhora","GOVERNADOR","101","23119"
"BA","36935","Macajuba","GOVERNADOR","87","6536"
"BA","36951","Macarani","GOVERNADOR","91","9643"
"BA","36978","Macaúbas","GOVERNADOR","65","22869"
"BA","36994","Macururé","GOVERNADOR","158","4800"
"BA","37010","Maiquinique","GOVERNADOR","91","4909"
"BA","37036","Mairi","GOVERNADOR","86","10123"
"BA","37052","Malhada","GOVERNADOR","125","8436"
"BA","37079","Malhada de Pedras","GOVERNADOR","90","5133"
"BA","37095","Manoel Vitorino","GOVERNADOR","22","7527"
"BA","37117","Maracás","GOVERNADOR","37","13312"
"BA","37133","Maragogipe","GOVERNADOR","57","23546"
"BA","37150","Maraú","GOVERNADOR","138","8284"
