"UF","COD_MUN_TSE","NOME_MUNICIPIO","DESCRICAO_CARGO","NUM_ZONA","QTDE_VOTOS"
"PI","12572","Cajueiro da Praia","GOVERNADOR","91","8747"
"PI","12580","Curralinhos","GOVERNADOR","58","6274"
"PI","12599","Porto Alegre do Piauí","GOVERNADOR","78","3002"
"PI","12602","Ribeira do Piauí","GOVERNADOR","73","5359"
"PI","12610","São Gonçalo do Gurguéia","GOVERNADOR","35","3087"
"PI","12629","São Luis do Piauí","GOVERNADOR","93","3786"
"PI","12637","Floresta do Piauí","GOVERNADOR","81","3482"
"PI","12653","Santo Antônio dos Milagres","GOVERNADOR","70","2723"
"PI","12661","São Miguel da Baixa Grande","GOVERNADOR","76","3446"
"PI","12670","Caraúbas do Piauí","GOVERNADOR","33","7428"
"PI","12688","Caxingó","GOVERNADOR","33","6948"
"PI","12696","Cocal dos Alves","GOVERNADOR","53","6836"
"PI","12700","São Miguel do Fidalgo","GOVERNADOR","5","3698"
"PI","12718","Pau D'Arco do Piauí","GOVERNADOR","32","6016"
"PI","12726","Nazária","GOVERNADOR","97","14079"
"PI","12734","Aroeiras do Itaim","GOVERNADOR","10","4947"
"PR","74004","Godoy Moreira","GOVERNADOR","132","2280"
"PR","74012","Abatiá","GOVERNADOR","82","4802"
"PR","74020","Ibema","GOVERNADOR","166","3703"
"PR","74039","Adrianópolis","GOVERNADOR","48","3717"
"PR","74047","Lindoeste","GOVERNADOR","143","3721"
"PR","74055","Agudos do Sul","GOVERNADOR","144","5491"
"PR","74063","Ouro Verde do Oeste","GOVERNADOR","148","3632"
"PR","74071","Almirante Tamandaré","GOVERNADOR","171","52502"
"PR","74080","Santa Tereza do Oeste","GOVERNADOR","68","6105"
"PR","74098","Alto Paraná","GOVERNADOR","87","8125"
"PR","74101","Anahy","GOVERNADOR","126","2043"
"PR","74110","Alto Piquiri","GOVERNADOR","128","5863"
"PR","74128","Ângulo","GOVERNADOR","67","2022"
"PR","74136","Alvorada do Sul","GOVERNADOR","77","5375"
"PR","74144","Boa Esperança do Iguaçu","GOVERNADOR","115","2024"
"PR","74152","Amaporã","GOVERNADOR","138","2993"
"PR","74160","Bom Sucesso do Sul","GOVERNADOR","73","2444"
"PR","74179","Ampére","GOVERNADOR","130","10522"
"PR","74187","Brasilândia do Sul","GOVERNADOR","128","2255"
"PR","74195","Andirá","GOVERNADOR","57","13592"
"PR","74209","Cafezal do Sul","GOVERNADOR","97","2845"
"PR","74217","Antonina","GOVERNADOR","6","12269"
"PR","74225","Candói","GOVERNADOR","44","8855"
"PR","74233","Antônio Olinto","GOVERNADOR","12","5153"
"PR","74241","Cruzeiro do Iguaçu","GOVERNADOR","115","2711"
"PR","74250","Apucarana","GOVERNADOR","150","8459"
"PR","74250","Apucarana","GOVERNADOR","179","42894"
"PR","74250","Apucarana","GOVERNADOR","28","23377"
"PR","74268","Diamante do Sul","GOVERNADOR","112","2290"
"PR","74276","Arapongas","GOVERNADOR","180","29876"
"PR","74276","Arapongas","GOVERNADOR","61","33370"
"PR","74284","Entre Rios do Oeste","GOVERNADOR","121","2714"
"PR","74292","Arapoti","GOVERNADOR","164","14934"
"PR","74306","Farol","GOVERNADOR","31","2342"
"PR","74314","Araruna","GOVERNADOR","74","8541"
"PR","74322","Fazenda Rio Grande","GOVERNADOR","144","44637"
"PR","74330","Marilândia do Sul","GOVERNADOR","76","5870"
"PR","74349","Flor da Serra do Sul","GOVERNADOR","131","3507"
"PR","74357","Araucária","GOVERNADOR","50","74938"
"PR","74365","Honório Serpa","GOVERNADOR","168","3695"
"PR","74373","Assaí","GOVERNADOR","35","10516"
"PR","74381","Iguatu","GOVERNADOR","126","1600"
"PR","74390","Astorga","GOVERNADOR","67","16397"
"PR","74403","Iracema do Oeste","GOVERNADOR","120","1973"
"PR","74411","Atalaia","GOVERNADOR","71","2833"
"PR","74420","Novo Itacolomi","GOVERNADOR","150","2124"
"PR","74438","Balsa Nova","GOVERNADOR","182","7683"
"PR","74446","Itaperuçu","GOVERNADOR","156","14478"
"PR","74454","Bandeirantes","GOVERNADOR","58","20369"
"PR","74462","Ivaté","GOVERNADOR","172","4502"
"PR","74470","Barbosa Ferraz","GOVERNADOR","133","7011"
"PR","74489","Lidianópolis","GOVERNADOR","152","2860"
"PR","74497","Barracão","GOVERNADOR","131","5433"
"PR","74500","Maripá","GOVERNADOR","124","4043"
"PR","74519","Barra do Jacaré","GOVERNADOR","57","1914"
"PR","74527","Mato Rico","GOVERNADOR","38","2483"
"PR","74535","Bela Vista do Paraíso","GOVERNADOR","77","10178"
"PR","74543","Mauá da Serra","GOVERNADOR","76","5000"
"PR","74551","Bituruna","GOVERNADOR","153","9960"
"PR","74560","Mercedes","GOVERNADOR","121","3576"
"PR","74578","Boa Esperança","GOVERNADOR","170","3195"
"PR","74586","Nova Laranjeiras","GOVERNADOR","45","5953"
"PR","74594","Bocaiúva do Sul","GOVERNADOR","48","6481"
"PR","74608","Nova Santa Bárbara","GOVERNADOR","63","2491"
"PR","74616","Bom Sucesso","GOVERNADOR","70","4100"
"PR","74624","Pato Bragado","GOVERNADOR","121","3537"
"PR","74632","Borrazópolis","GOVERNADOR","110","5424"
"PR","74640","Pinhal de São Bento","GOVERNADOR","83","1781"
"PR","74659","Cafeara","GOVERNADOR","159","1707"
"PR","74667","Pitangueiras","GOVERNADOR","59","1979"
"PR","74675","Califórnia","GOVERNADOR","76","5442"
"PR","74683","Quatro Pontes","GOVERNADOR","121","2762"
"PR","74691","Cambará","GOVERNADOR","25","15327"
"PR","74705","Ramilândia","GOVERNADOR","118","2686"
"PR","74713","Cambé","GOVERNADOR","181","33672"
"PR","74713","Cambé","GOVERNADOR","78","25367"
"PR","74721","Rancho Alegre D'Oeste","GOVERNADOR","92","1971"
"PR","74730","Cambira","GOVERNADOR","150","5217"
"PR","74748","Rio Bonito do Iguaçu","GOVERNADOR","45","7549"
"PR","74756","Campina da Lagoa","GOVERNADOR","169","9454"
"PR","74764","Santa Lúcia","GOVERNADOR","165","2586"
"PR","74772","Campina Grande do Sul","GOVERNADOR","195","23639"
"PR","74780","Campo Bonito","GOVERNADOR","112","3041"
"PR","74799","Campo do Tenente","GOVERNADOR","11","4433"
"PR","74802","Santa Maria do Oeste","GOVERNADOR","38","6607"
"PR","74810","Campo Largo","GOVERNADOR","182","22739"
"PR","74810","Campo Largo","GOVERNADOR","9","44600"
"PR","74829","Santa Mônica","GOVERNADOR","94","2221"
"PR","74837","Campo Mourão","GOVERNADOR","183","28537"
"PR","74837","Campo Mourão","GOVERNADOR","31","22348"
"PR","74845","São Manoel do Paraná","GOVERNADOR","149","1518"
"PR","74853","Cândido de Abreu","GOVERNADOR","106","9697"
"PR","74861","São Pedro do Iguaçu","GOVERNADOR","148","4365"
"PR","74870","Capanema","GOVERNADOR","107","11955"
"PR","74888","Tunas do Paraná","GOVERNADOR","48","3473"
"PR","74896","Capitão Leônidas Marques","GOVERNADOR","165","9403"
"PR","74900","Ventania","GOVERNADOR","17","5554"
"PR","74918","Carlópolis","GOVERNADOR","56","8457"
"PR","74926","Alto Paraíso","GOVERNADOR","172","2061"
"PR","74934","Cascavel","GOVERNADOR","143","39154"
"PR","74934","Cascavel","GOVERNADOR","184","37923"
"PR","74934","Cascavel","GOVERNADOR","185","35038"
"PR","74934","Cascavel","GOVERNADOR","68","48934"
"PR","74942","Doutor Ulysses","GOVERNADOR","7","3784"
"PR","74950","Castro","GOVERNADOR","16","40591"
"PR","74969","Virmond","GOVERNADOR","203","2843"
"PR","74977","Catanduvas","GOVERNADOR","166","5802"
"PR","74985","Laranjal","GOVERNADOR","134","3456"
"PR","74993","Centenário do Sul","GOVERNADOR","159","7079"
"PR","75000","Itaipulândia","GOVERNADOR","122","6210"
"PR","75019","Cerro Azul","GOVERNADOR","7","10050"
"PR","75027","Nova Esperança do Sudoeste","GOVERNADOR","162","3406"
"PR","75035","Chopinzinho","GOVERNADOR","103","12549"
"PR","75043","Pinhais","GOVERNADOR","187","37281"
"PR","75043","Pinhais","GOVERNADOR","188","33124"
"PR","75051","Cianorte","GOVERNADOR","88","41353"
"PR","75060","Saudade do Iguaçu","GOVERNADOR","103","3129"
"PR","75078","Cidade Gaúcha","GOVERNADOR","127","7018"
"PR","75086","Ariranha do Ivaí","GOVERNADOR","152","1703"
"PR","75094","Clevelândia","GOVERNADOR","47","10436"
"PR","75108","Arapuã","GOVERNADOR","93","2668"
"PR","75116","Mangueirinha","GOVERNADOR","168","10705"
"PR","75124","Bela Vista da Caroba","GOVERNADOR","107","2717"
"PR","75132","Colombo","GOVERNADOR","186","73704"
"PR","75132","Colombo","GOVERNADOR","49","41526"
"PR","75140","Boa Ventura de São Roque","GOVERNADOR","38","3848"
"PR","75159","Colorado","GOVERNADOR","95","14657"
"PR","75167","Bom Jesus do Sul","GOVERNADOR","131","2734"
"PR","75175","Congonhinhas","GOVERNADOR","99","5137"
"PR","75183","Campina do Simão","GOVERNADOR","44","2607"
"PR","75191","Conselheiro Mairinck","GOVERNADOR","79","2439"
"PR","75205","Campo Magro","GOVERNADOR","171","13907"
"PR","75213","Contenda","GOVERNADOR","10","9316"
"PR","75221","Carambeí","GOVERNADOR","16","11338"
"PR","75230","Corbélia","GOVERNADOR","126","11054"
"PR","75248","Coronel Domingos Soares","GOVERNADOR","32","3800"
"PR","75256","Cornélio Procópio","GOVERNADOR","26","30357"
"PR","75264","Cruzmaltina","GOVERNADOR","110","2229"
"PR","75272","Coronel Vivida","GOVERNADOR","101","13731"
"PR","75280","Corumbataí do Sul","GOVERNADOR","133","2685"
"PR","75299","Cruzeiro do Oeste","GOVERNADOR","86","12432"
"PR","75302","Esperança Nova","GOVERNADOR","135","1494"
"PR","75310","Cruzeiro do Sul","GOVERNADOR","91","3293"
"PR","75329","Espigão Alto do Iguaçu","GOVERNADOR","163","3114"
"PR","75337","Cruz Machado","GOVERNADOR","153","11326"
"PR","75345","Fernandes Pinheiro","GOVERNADOR","53","4207"
"PR","75353","Curitiba","GOVERNADOR","1","100957"
"PR","75353","Curitiba","GOVERNADOR","145","141504"
"PR","75353","Curitiba","GOVERNADOR","174","108650"
"PR","75353","Curitiba","GOVERNADOR","175","107274"
"PR","75353","Curitiba","GOVERNADOR","176","83590"
"PR","75353","Curitiba","GOVERNADOR","177","114276"
"PR","75353","Curitiba","GOVERNADOR","178","91836"
"PR","75353","Curitiba","GOVERNADOR","2","113176"
"PR","75353","Curitiba","GOVERNADOR","3","146017"
"PR","75353","Curitiba","GOVERNADOR","4","109316"
"PR","75361","Foz do Jordão","GOVERNADOR","44","2944"
"PR","75370","Curiúva","GOVERNADOR","119","8524"
"PR","75388","Goioxim","GOVERNADOR","203","4162"
"PR","75396","Diamante do Norte","GOVERNADOR","96","3608"
"PR","75400","Diamante D'Oeste","GOVERNADOR","118","3070"
"PR","75418","Dois Vizinhos","GOVERNADOR","115","22542"
"PR","75426","Guamiranga","GOVERNADOR","29","5383"
"PR","75434","Doutor Camargo","GOVERNADOR","193","4111"
"PR","75442","Imbaú","GOVERNADOR","111","6086"
"PR","75450","Enéas Marques","GOVERNADOR","140","4321"
"PR","75469","Manfrinópolis","GOVERNADOR","131","2336"
"PR","75477","Engenheiro Beltrão","GOVERNADOR","116","8952"
"PR","75485","Marquinho","GOVERNADOR","45","3069"
"PR","75493","Faxinal","GOVERNADOR","110","9313"
"PR","75507","Perobal","GOVERNADOR","142","3925"
"PR","75515","Fênix","GOVERNADOR","116","3210"
"PR","75523","Pontal do Paraná","GOVERNADOR","194","11076"
"PR","75531","Floraí","GOVERNADOR","71","3688"
"PR","75540","Porto Barreiro","GOVERNADOR","45","2493"
"PR","75558","Floresta","GOVERNADOR","192","4097"
"PR","75566","Prado Ferreira","GOVERNADOR","65","2463"
"PR","75574","Florestópolis","GOVERNADOR","65","7910"
"PR","75582","Quarto Centenário","GOVERNADOR","92","3310"
"PR","75590","Flórida","GOVERNADOR","67","1840"
"PR","75604","Reserva do Iguaçu","GOVERNADOR","160","3993"
"PR","75612","Formosa do Oeste","GOVERNADOR","120","5060"
"PR","75620","Rio Branco do Ivaí","GOVERNADOR","136","2365"
"PR","75639","Foz do Iguaçu","GOVERNADOR","147","41792"
"PR","75639","Foz do Iguaçu","GOVERNADOR","204","33236"
"PR","75639","Foz do Iguaçu","GOVERNADOR","205","28493"
"PR","75639","Foz do Iguaçu","GOVERNADOR","46","42062"
"PR","75647","Serranópolis do Iguaçu","GOVERNADOR","114","3417"
"PR","75655","Francisco Beltrão","GOVERNADOR","69","46786"
"PR","75663","Tamarana","GOVERNADOR","146","6531"
"PR","75671","General Carneiro","GOVERNADOR","153","7757"
"PR","75698","Goioerê","GOVERNADOR","92","17461"
"PR","75710","Guaíra","GOVERNADOR","90","17501"
"PR","75736","Guairaçá","GOVERNADOR","105","3867"
"PR","75744","Rosário do Ivaí","GOVERNADOR","136","3618"
"PR","75752","Guapirama","GOVERNADOR","55","2801"
"PR","75760","Nova Tebas","GOVERNADOR","196","4496"
"PR","75779","Guaporema","GOVERNADOR","127","1563"
"PR","75787","Sulina","GOVERNADOR","103","2378"
"PR","75795","Guaraci","GOVERNADOR","64","3489"
"PR","75809","Luiziana","GOVERNADOR","31","4724"
"PR","75817","Guaraniaçu","GOVERNADOR","112","9651"
"PR","75833","Guarapuava","GOVERNADOR","43","63061"
"PR","75833","Guarapuava","GOVERNADOR","44","33226"
"PR","75850","Guaraqueçaba","GOVERNADOR","6","4909"
"PR","75876","Guaratuba","GOVERNADOR","161","18508"
"PR","75892","Ibaiti","GOVERNADOR","79","17690"
"PR","75914","Ibiporã","GOVERNADOR","80","29849"
"PR","75930","Icaraíma","GOVERNADOR","172","5548"
"PR","75957","Iguaraçu","GOVERNADOR","67","2718"
"PR","75973","Imbituva","GOVERNADOR","29","17487"
"PR","75990","Inácio Martins","GOVERNADOR","34","6703"
"PR","76015","Inajá","GOVERNADOR","91","1962"
"PR","76031","Ipiranga","GOVERNADOR","36","8745"
"PR","76058","Iporã","GOVERNADOR","97","9433"
"PR","76074","Irati","GOVERNADOR","34","35528"
"PR","76090","Iretama","GOVERNADOR","141","6371"
"PR","76112","Itaguajé","GOVERNADOR","95","2975"
"PR","76139","Itambaracá","GOVERNADOR","57","4195"
"PR","76155","Itambé","GOVERNADOR","81","3982"
"PR","76171","Itapejara d'Oeste","GOVERNADOR","151","7033"
"PR","76198","Itaúna do Sul","GOVERNADOR","96","2314"
"PR","76210","Ivaí","GOVERNADOR","29","8060"
"PR","76236","Ivaiporã","GOVERNADOR","93","18722"
"PR","76252","Ivatuba","GOVERNADOR","154","1844"
"PR","76279","Jaboti","GOVERNADOR","19","3070"
"PR","76295","Jacarezinho","GOVERNADOR","24","24337"
"PR","76317","Jaguapitã","GOVERNADOR","64","7673"
"PR","76333","Jaguariaíva","GOVERNADOR","18","19670"
"PR","76350","Jandaia do Sul","GOVERNADOR","70","13568"
"PR","76376","Janiópolis","GOVERNADOR","183","4481"
"PR","76392","Japira","GOVERNADOR","79","3105"
"PR","76414","Japurá","GOVERNADOR","149","5818"
"PR","76430","Jardim Alegre","GOVERNADOR","152","7442"
"PR","76457","Jardim Olinda","GOVERNADOR","91","1091"
"PR","76473","Jataizinho","GOVERNADOR","84","7467"
"PR","76490","Joaquim Távora","GOVERNADOR","55","6727"
"PR","76511","Jundiaí do Sul","GOVERNADOR","82","2062"
"PR","76538","Jussara","GOVERNADOR","149","4367"
"PR","76554","Kaloré","GOVERNADOR","70","3222"
"PR","76570","Lapa","GOVERNADOR","10","29541"
"PR","76597","Laranjeiras do Sul","GOVERNADOR","45","17704"
"PR","76619","Leópolis","GOVERNADOR","26","2846"
"PR","76635","Loanda","GOVERNADOR","85","12290"
"PR","76651","Lobato","GOVERNADOR","95","3028"
"PR","76678","Londrina","GOVERNADOR","146","14726"
"PR","76678","Londrina","GOVERNADOR","157","62383"
"PR","76678","Londrina","GOVERNADOR","189","34289"
"PR","76678","Londrina","GOVERNADOR","190","59261"
"PR","76678","Londrina","GOVERNADOR","191","47297"
"PR","76678","Londrina","GOVERNADOR","41","43097"
"PR","76678","Londrina","GOVERNADOR","42","32896"
"PR","76694","Lupionópolis","GOVERNADOR","159","3114"
"PR","76716","Mallet","GOVERNADOR","37","8581"
"PR","76732","Mamborê","GOVERNADOR","170","9087"
"PR","76759","Mandaguaçu","GOVERNADOR","102","12506"
"PR","76775","Mandaguari","GOVERNADOR","60","21332"
"PR","76791","Mandirituba","GOVERNADOR","144","13782"
"PR","76813","Manoel Ribas","GOVERNADOR","196","8208"
"PR","76830","Marechal Cândido Rondon","GOVERNADOR","121","29894"
"PR","76856","Maria Helena","GOVERNADOR","142","3738"
"PR","76872","Marialva","GOVERNADOR","81","21125"
"PR","76899","Mariluz","GOVERNADOR","86","6396"
"PR","76910","Maringá","GOVERNADOR","137","55867"
"PR","76910","Maringá","GOVERNADOR","154","40039"
"PR","76910","Maringá","GOVERNADOR","192","43188"
"PR","76910","Maringá","GOVERNADOR","193","36246"
"PR","76910","Maringá","GOVERNADOR","66","31142"
"PR","76937","Mariópolis","GOVERNADOR","47","4345"
"PR","76953","Marmeleiro","GOVERNADOR","140","8396"
"PR","76970","Marumbi","GOVERNADOR","70","3040"
"PR","76996","Matelândia","GOVERNADOR","118","9938"
"PR","77011","Medianeira","GOVERNADOR","114","25355"
"PR","77038","Mirador","GOVERNADOR","100","1538"
"PR","77054","Miraselva","GOVERNADOR","65","1569"
"PR","77070","Moreira Sales","GOVERNADOR","92","7510"
"PR","77097","Morretes","GOVERNADOR","51","11206"
"PR","77119","Munhoz de Melo","GOVERNADOR","67","2601"
"PR","77135","Nossa Senhora das Graças","GOVERNADOR","95","2625"
"PR","77151","Nova Aliança do Ivaí","GOVERNADOR","138","1125"
"PR","77178","Nova América da Colina","GOVERNADOR","35","2348"
"PR","77194","Nova Cantu","GOVERNADOR","169","4752"
"PR","77216","Nova Esperança","GOVERNADOR","71","16746"
"PR","77232","Nova Fátima","GOVERNADOR","108","4927"
"PR","77259","Nova Londrina","GOVERNADOR","96","7456"
"PR","77275","Ortigueira","GOVERNADOR","167","12908"
"PR","77291","Ourizona","GOVERNADOR","102","2504"
"PR","77313","Paiçandu","GOVERNADOR","154","20618"
"PR","77330","Palmas","GOVERNADOR","32","21508"
"PR","77356","Palmeira","GOVERNADOR","13","21166"
"PR","77372","Palmital","GOVERNADOR","134","8892"
"PR","77399","Palotina","GOVERNADOR","124","17766"
"PR","77410","Paraíso do Norte","GOVERNADOR","100","7287"
"PR","77437","Paranacity","GOVERNADOR","91","5971"
"PR","77453","Paranaguá","GOVERNADOR","158","43088"
"PR","77453","Paranaguá","GOVERNADOR","5","40772"
"PR","77470","Paranapoema","GOVERNADOR","91","1664"
"PR","77496","Paranavaí","GOVERNADOR","138","14486"
"PR","77496","Paranavaí","GOVERNADOR","72","33953"
"PR","77518","Pato Branco","GOVERNADOR","73","43561"
"PR","77534","Paula Freitas","GOVERNADOR","33","3548"
"PR","77550","Paulo Frontin","GOVERNADOR","37","4554"
"PR","77577","Peabiru","GOVERNADOR","74","8236"
"PR","77593","Pérola d'Oeste","GOVERNADOR","107","4534"
"PR","77615","Piên","GOVERNADOR","11","7360"
"PR","77631","Pinhalão","GOVERNADOR","19","4492"
"PR","77658","Pinhão","GOVERNADOR","160","17426"
"PR","77674","Piraí do Sul","GOVERNADOR","27","15127"
"PR","77690","Piraquara","GOVERNADOR","155","44930"
"PR","77712","Pitanga","GOVERNADOR","38","19734"
"PR","77739","Planaltina do Paraná","GOVERNADOR","94","2728"
"PR","77755","Planalto","GOVERNADOR","107","8775"
"PR","77771","Ponta Grossa","GOVERNADOR","139","50088"
"PR","77771","Ponta Grossa","GOVERNADOR","14","33421"
"PR","77771","Ponta Grossa","GOVERNADOR","15","38970"
"PR","77771","Ponta Grossa","GOVERNADOR","197","29935"
"PR","77771","Ponta Grossa","GOVERNADOR","198","34152"
"PR","77798","Porecatu","GOVERNADOR","65","8935"
"PR","77810","Porto Amazonas","GOVERNADOR","13","2967"
"PR","77836","Porto Rico","GOVERNADOR","85","1839"
"PR","77852","Porto Vitória","GOVERNADOR","153","2597"
"PR","77879","Presidente Castelo Branco","GOVERNADOR","71","3307"
"PR","77895","Primeiro de Maio","GOVERNADOR","104","6920"
"PR","77917","Prudentópolis","GOVERNADOR","30","30343"
"PR","77933","Quatiguá","GOVERNADOR","55","5236"
"PR","77950","Quatro Barras","GOVERNADOR","195","10986"
"PR","77976","Querência do Norte","GOVERNADOR","85","6628"
"PR","77992","Quinta do Sol","GOVERNADOR","116","3563"
"PR","78018","Quitandinha","GOVERNADOR","11","10516"
"PR","78034","Rancho Alegre","GOVERNADOR","84","2683"
"PR","78050","Realeza","GOVERNADOR","130","10522"
"PR","78077","Rebouças","GOVERNADOR","62","9656"
"PR","78093","Renascença","GOVERNADOR","140","4319"
"PR","78115","Reserva","GOVERNADOR","39","15252"
"PR","78131","Ribeirão Claro","GOVERNADOR","23","7350"
"PR","78158","Ribeirão do Pinhal","GOVERNADOR","82","8307"
"PR","78174","Rio Azul","GOVERNADOR","62","9033"
"PR","78190","Rio Bom","GOVERNADOR","76","2274"
"PR","78212","Rio Branco do Sul","GOVERNADOR","156","20082"
"PR","78239","Rio Negro","GOVERNADOR","11","19128"
"PR","78255","Rolândia","GOVERNADOR","59","36576"
"PR","78271","Roncador","GOVERNADOR","141","7128"
"PR","78298","Rondon","GOVERNADOR","127","6010"
"PR","78310","Sabáudia","GOVERNADOR","180","4153"
"PR","78336","Salgado Filho","GOVERNADOR","131","2961"
"PR","78352","Salto do Itararé","GOVERNADOR","21","3288"
"PR","78379","Salto do Lontra","GOVERNADOR","162","8101"
"PR","78395","Santa Amélia","GOVERNADOR","58","2535"
"PR","78417","Santa Cecília do Pavão","GOVERNADOR","63","2445"
"PR","78433","Santa Cruz de Monte Castelo","GOVERNADOR","85","5311"
"PR","78450","Santa Fé","GOVERNADOR","67","6229"
"PR","78476","Santa Inês","GOVERNADOR","95","1435"
"PR","78492","Santa Isabel do Ivaí","GOVERNADOR","94","5669"
"PR","78514","Santa Izabel do Oeste","GOVERNADOR","130","6730"
"PR","78530","Santa Mariana","GOVERNADOR","109","8069"
"PR","78557","Santana do Itararé","GOVERNADOR","20","3528"
"PR","78573","Santo Antônio do Sudoeste","GOVERNADOR","83","11318"
"PR","78590","Santo Antônio da Platina","GOVERNADOR","22","25592"
"PR","78611","Santo Antônio do Caiuá","GOVERNADOR","87","1941"
"PR","78638","Santo Antônio do Paraíso","GOVERNADOR","99","1760"
"PR","78654","Santo Inácio","GOVERNADOR","95","3531"
"PR","78670","São Carlos do Ivaí","GOVERNADOR","100","3972"
"PR","78697","São Jerônimo da Serra","GOVERNADOR","63","6701"
"PR","78719","São João","GOVERNADOR","103","6680"
"PR","78735","São João do Caiuá","GOVERNADOR","87","3794"
"PR","78751","São João do Ivaí","GOVERNADOR","132","7560"
"PR","78778","São João do Triunfo","GOVERNADOR","52","8928"
"PR","78794","São Jorge do Ivaí","GOVERNADOR","102","3743"
"PR","78816","São Jorge d'Oeste","GOVERNADOR","115","6098"
"PR","78832","São José da Boa Vista","GOVERNADOR","20","3780"
"PR","78859","São José dos Pinhais","GOVERNADOR","199","50057"
"PR","78859","São José dos Pinhais","GOVERNADOR","200","48151"
"PR","78859","São José dos Pinhais","GOVERNADOR","8","42955"
"PR","78875","São Mateus do Sul","GOVERNADOR","12","25859"
"PR","78891","São Miguel do Iguaçu","GOVERNADOR","122","16747"
"PR","78913","São Pedro do Ivaí","GOVERNADOR","70","6033"
"PR","78930","São Pedro do Paraná","GOVERNADOR","85","1863"
"PR","78956","São Sebastião da Amoreira","GOVERNADOR","35","5548"
"PR","78972","São Tomé","GOVERNADOR","149","3549"
"PR","78999","Sapopema","GOVERNADOR","119","4120"
"PR","79014","Sengés","GOVERNADOR","54","11511"
"PR","79030","Sertaneja","GOVERNADOR","26","4033"
"PR","79057","Sertanópolis","GOVERNADOR","40","10563"
"PR","79073","Siqueira Campos","GOVERNADOR","21","11990"
"PR","79090","Tamboara","GOVERNADOR","138","3130"
"PR","79111","Tapejara","GOVERNADOR","86","9245"
"PR","79138","Teixeira Soares","GOVERNADOR","53","6061"
"PR","79154","Telêmaco Borba","GOVERNADOR","111","39923"
"PR","79170","Terra Boa","GOVERNADOR","173","10160"
"PR","79197","Terra Rica","GOVERNADOR","105","9269"
"PR","79219","Terra Roxa","GOVERNADOR","125","10231"
"PR","79235","Tibagi","GOVERNADOR","17","11172"
"PR","79251","Tijucas do Sul","GOVERNADOR","199","8473"
"PR","79278","Toledo","GOVERNADOR","148","15376"
"PR","79278","Toledo","GOVERNADOR","201","27116"
"PR","79278","Toledo","GOVERNADOR","75","29458"
"PR","79294","Tomazina","GOVERNADOR","19","5429"
"PR","79316","Tuneiras do Oeste","GOVERNADOR","86","5341"
"PR","79332","Ubiratã","GOVERNADOR","98","13403"
"PR","79359","Umuarama","GOVERNADOR","202","26044"
"PR","79359","Umuarama","GOVERNADOR","89","32437"
"PR","79375","União da Vitória","GOVERNADOR","33","32491"
"PR","79391","Uniflor","GOVERNADOR","71","1649"
"PR","79413","Uraí","GOVERNADOR","84","6997"
"PR","79430","Wenceslau Braz","GOVERNADOR","20","11648"
"PR","79456","Verê","GOVERNADOR","115","5869"
"PR","79472","Vitorino","GOVERNADOR","151","3939"
"PR","79499","Xambrê","GOVERNADOR","117","4152"
"PR","79510","Altônia","GOVERNADOR","123","12138"
"PR","79537","Assis Chateaubriand","GOVERNADOR","113","20642"
"PR","79553","Quedas do Iguaçu","GOVERNADOR","163","17478"
"PR","79570","Céu Azul","GOVERNADOR","118","7040"
"PR","79596","Grandes Rios","GOVERNADOR","136","4131"
"PR","79618","Indianópolis","GOVERNADOR","149","2820"
"PR","79634","Matinhos","GOVERNADOR","194","17280"
"PR","79650","Nova Aurora","GOVERNADOR","120","8177"
"PR","79677","Nova Olímpia","GOVERNADOR","127","3653"
"PR","79693","Pérola","GOVERNADOR","135","6198"
"PR","79715","Santa Helena","GOVERNADOR","129","15809"
"PR","79731","Tapira","GOVERNADOR","127","3793"
"PR","79758","Marilena","GOVERNADOR","96","4331"
"PR","79774","Francisco Alves","GOVERNADOR","97","4053"
"PR","79790","Nova Santa Rosa","GOVERNADOR","121","5367"
"PR","79812","Boa Vista da Aparecida","GOVERNADOR","165","5010"
"PR","79839","Braganey","GOVERNADOR","126","3744"
"PR","79855","Cafelândia","GOVERNADOR","126","8427"
"PR","79871","Três Barras do Paraná","GOVERNADOR","166","7207"
"PR","79898","Vera Cruz do Oeste","GOVERNADOR","118","5520"
"PR","79910","Pranchita","GOVERNADOR","83","3996"
"PR","79936","Tupãssi","GOVERNADOR","113","5358"
"PR","79952","Nova Prata do Iguaçu","GOVERNADOR","162","6429"
"PR","79979","Jesuítas","GOVERNADOR","120","5856"
"PR","79995","São Jorge do Patrocínio","GOVERNADOR","123","3975"
"PR","84514","Cantagalo","GOVERNADOR","203","7136"
"PR","84530","Turvo","GOVERNADOR","44","8945"
"PR","84557","Altamira do Paraná","GOVERNADOR","169","2907"
"PR","84573","Figueira","GOVERNADOR","119","5246"
"PR","84590","Lunardelli","GOVERNADOR","132","3399"
"PR","84611","Sarandi","GOVERNADOR","206","46383"
"PR","84638","Juranda","GOVERNADOR","98","4924"
"PR","84654","Douradina","GOVERNADOR","142","4618"
"PR","84670","Santa Terezinha de Itaipu","GOVERNADOR","205","13019"
"PR","84697","Missal","GOVERNADOR","114","7071"
"PR","84719","São José das Palmeiras","GOVERNADOR","129","2637"
"RJ","58009","Quissamã","GOVERNADOR","255","12514"
"RJ","58017","Angra dos Reis","GOVERNADOR","116","34658"
"RJ","58017","Angra dos Reis","GOVERNADOR","147","56886"
