UF;zona;address;postal-code
MA;43;CARTORIO ELEITORAL - PRACA DO ESTUDANTE SN CENTRO, PINDARE-MIRIM, MA, ## 65370000
MA;44;AV. AEROPORTO, S/N, BAIRRO AEROPORTO, PASSAGEM FRANCA, MA, ## 65680000
MA;50;FORUM ELEITORAL - RUA  HORACIO GONCALVES S/N, VARGEM GRANDE, MA, ## 65430000
MA;55;TV. SAO SEBASTIAO, 687, CARUTAPERA, MA, ## 65295000
MA;59;FORUM ELEITORAL JUIZ ADONIAS LUCAS DE LACERDA, BR 135, KM 495., PARAIBANO, MA, ## 65670000
MA;65;LOTEAMENTO JUSCELINO KUBITSCHEK, QUADRA 17 A, S/N, IMPERATRIZ, MA, ## 65913420
MA;68;FORUM ELEITORAL DES. CAETANO MARTINS JORGE - RUA DA SALVACAO S/N, COROATA, MA, ## 65415000
MA;71;AV. DR. JOSE EDILSON CARIDADE RIBEIRO, S/N, ACAILANDIA, MA, ## 65930000
MA;74;RUA JOSEANE SALES,177A, LAGO DA PEDRA, MA, ## 65715000
MA;79;ESTRADA DE ACESSO AO MIL REIS, SN, TUNTUM, MA, ## 65763000
MA;82;RUA SAO SEBASTIAO, S/N, PROX. A DELEGACIA, ESTREITO, MA, ## 65975000
MA;83;RUA DEP. LUIS ROCHA, SN, SANTA HELENA, MA, ## 65208000
MA;85;RUA PROFESSOR MIGUEL MESQUITA  S/N, CENTRO PROX. DO INSS, TIMBIRAS, MA, ## 65420000
MA;87;AV. AZEVEDO FILHO, SETOR 1, ZONA NORTE., OLHO D'AGUA DAS CUNHAS, MA, ## 65706000
MA;92;LOTEAMENTO JUSCELINO KUBITSCHEK QD 17 A S/N, IMPERATRIZ, MA, ## 65913420
MA;93;AV. 12, QD 120, RUA 57 - MAIOBAO, PACO DO LUMIAR, MA, ## 65137000
MA;95;RUA NIVEL MEDIO, 08 - CENTRO, BURITICUPU, MA, ## 65393000
MA;96;RUA NUNES GARCIA, 54, CONJUNTO HABITAR BRASIL, ZE DOCA, MA, ## 65365000
MA;97;RUA MISSIONARIO PERRIN SMITH S/N, BARRA DO CORDA, MA, ## 65950000
