"Nr Zona";"Cod Processual Res nº 65/CNJ";"Endereço";"CEP";"Bairro";"Município Sede";"UF";
"17";"06-0017";"RUA TENENTE JOSÉ VICENTE, N. 20";"62500000";"BOA VISTA";"ITAPIPOCA";"CE"
"18";"06-0018";"RUA CORONEL FRANCISCO GOMES S/N";"63140000";"CENTRO";"ASSARÉ";"CE"
"19";"06-0019";"AV. CEL. VICENTE ALEXANDRINO DE SOUSA, 10";"63660000";"TAUAZINHO";"TAUÁ";"CE"
"20";"06-0020";"BR 226, KM 03, SN";"63700000";"VENANCIOS";"CRATEÚS";"CE"
"21";"06-0021";"PRAÇA SÃO SEBASTIÃO, 1020";"62250000";"CENTRO";"IPU";"CE"
"22";"06-0022";"RUA DR. FRANCISCO RUBENS BRANDÃO";"62370000";"MONS. OTALICIO";"SÃO BENEDITO";"CE"
"23";"06-0023";"AV. MAJOR SALES, 555.";"62650000";"CENTRO";"URUBURETAMA";"CE"
"24";"06-0024";"AV. DR. GUARANY, 230";"62042030";"DERBY CLUBE";"SOBRAL";"CE"
"25";"06-0025";"RUA VALDEMIRO CAVALCANTE, S/N";"62430000";"CENTRO";"GRANJA";"CE"
"26";"06-0026";"AV. SANDOVAL LINS, 191";"63250000";"EUCALIPTOS";"MILAGRES";"CE"
"27";"06-0027";"RUA TEODORICO TELES NETO S/N";"63125220";"MIRANDÃO";"CRATO";"CE"
"28";"06-0028";"RUA INTERVENTOR ERIVANO CRUZ, 75";"63010010";"CENTRO";"JUAZEIRO DO NORTE";"CE"
"29";"06-0029";"AV. CEL FRANCISCO REMÍGIO, 440";"62930000";"CENTRO";"LIMOEIRO DO NORTE";"CE"
"30";"06-0030";"PRACA DO LICEU, S/N - FÓRUM MONSENHOR SABINO DE LIMA FEIJÃO";"62580000";"MONSENHOR SABINO";"ACARAÚ";"CE"
"31";"06-0031";"RUA ZUCA SAMPAIO, S/N - FÓRUM DE BARBALHA (LAT -7.31934 LON -39.30241)";"63180000";"VILA SANTO ANTONIO";"BARBALHA";"CE"
"32";"06-0032";"RUA PAISSANDÚ,1550";"62400000";"CENTRO";"CAMOCIM";"CE"
"33";"06-0033";"RUA CÉLIO MARTINS, 714";"62700000";"IMACULADA CONCEIÇÃO";"CANINDÉ";"CE"
"34";"06-0034";"RUA CEL JOAO CANDIDO 578";"63400000";"CENTRO";"CEDRO";"CE"
"35";"06-0035";"PCA. DESTRINO CARNEIRO PASSOS, S/N FORUM";"62300000";"CENTRO";"VIÇOSA DO CEARÁ";"CE"
"36";"06-0036";"RUA PROFESSORA EDITE MOTA, 201";"62670000";"CENTRO";"SÃO GONÇALO DO AMARANTE";"CE"
"37";"06-0037";"RUA CORONEL CORREIA 1540";"61600004";"CENTRO";"CAUCAIA";"CE"
"38";"06-0038";"RUA MANOEL MORAES, 83 -FÓRUM";"63150000";"B. CENTRO";"CAMPOS SALES";"CE"
"39";"06-0039";"RUA JOÃO FACUNDES BONFIM, 166";"63640000";"CENTRO";"INDEPENDÊNCIA";"CE"
"40";"06-0040";"RUA CORONEL GUILHERMINO, S/N";"62230000";"CENTRO";"IPUEIRAS";"CE"
"41";"06-0041";"RUA DOM AURELIANO MATOS, 1758";"62600000";"CENTRO-SEDE";"ITAPAGÉ";"CE"
"42";"06-0042";"RUA INTERVENTOR ERIVANO CRUZ, N. 75 (JUAZEIRO DO NORTE)";"63290000";"CENTRO";"JARDIM";"CE"
"43";"06-0043";"RUA JOSE FACUNDO LEITE, S/N";"63580000";"CENTRO - SEDE";"JUCÁS";"CE"
"44";"06-0044";"RUA DR. MANOEL JOAQUIM, S/N";"62150000";"JOAO ALFREDO";"SANTANA DO ACARAÚ";"CE"
"45";"06-0045";"RUA RAQUELINA PONTES, 304";"62140000";"CENTRO";"MASSAPÊ";"CE"
"46";"06-0046";"RUA SILVINO SÁ BENEVIDES, S/N - ESQUINA COM RUA DR. ENEAS SÁ";"63610000";"CENTRO";"MOMBAÇA";"CE"
"47";"06-0047";"RUA CEL. MANOEL HONORATO, 93";"62940000";"CENTRO";"MORADA NOVA";"CE"
"48";"06-0048";"RUA LEONARDO ARAUJO, S/N";"62200000";"PATRONATO";"NOVA RUSSAS";"CE"
"49";"06-0049";"RUA CORONEL CÍCERO NOGUEIRA 363";"62870000";"CENTRO";"PACAJUS";"CE"
"50";"06-0050";"RUA ANTÔNIO MARTINS BANDEIRA, S/N";"62640000";"ACAMPAMENTO";"PENTECOSTE";"CE"
"52";"06-0052";"RUA PADRE BARROS, N. 264 (FÓRUM DA JUSTIÇA ESTADUAL)";"62790000";"CENTRO (SEDE)";"REDENÇÃO";"CE"
"53";"06-0053";"AV JEREMIAS PEREIRA, S/N";"63165000";"CENTRO";"NOVA OLINDA";"CE"
"54";"06-0054";"RUA MONSENHOR FURTADO, 512.";"62280000";"CENTRO";"SANTA QUITÉRIA";"CE"
"55";"06-0055";"AV. PREF. JOSE SIFREDO PINHEIRO, 108";"63620000";"CENTRO";"SOLONÓPOLE";"CE"
"56";"06-0056";"AV CEL. FRANCISCO CAVALCANTE, 149";"62350000";"CENTRO";"UBAJARA";"CE"
"57";"06-0057";"PRACA CAP HENRIQUE GONCALVES DA JUSTA SN";"61800000";"CENTRO";"PACATUBA";"CE"
"59";"06-0059";"RUA FRANCISCO VIEIRA CAVALCANTE, 115";"63630000";"POSTO 2";"PEDRA BRANCA";"CE"
"60";"06-0060";"RUA CICERO MANDU, S/N";"63560000";"CENTRO";"ACOPIARA";"CE"
"61";"06-0061";"RUA JESUITA ADEODATO, S/N";"63750000";"CENTRO";"TAMBORIL";"CE"
"62";"06-0062";"RUA IRACI BEZERRA, 344";"63540000";"VARZANTE";"VÁRZEA ALEGRE";"CE"
"63";"06-0063";"RUA AGRONOMANDO RANGEL, 615";"63870000";"BOAVIAGINHA";"BOA VIAGEM";"CE"
"64";"06-0064";"RODOVIA CE 364, KM 61, S/N - FÓRUM DA JUSTIÇA COMUM";"62160000";"CENTRO";"COREAÚ";"CE"
"65";"06-0065";"RUA VER. MANOEL HONÓRIO DE BRITO, 831, QD. 73.";"62184000";"FÓRUM";"CARIRÉ";"CE"
"66";"06-0066";"RUA FRANCISCO CÂMARA, 144";"61700000";"CENTRO";"AQUIRAZ";"CE"
"67";"06-0067";"RUA RAIMUNDO DE CASTRO, 205 CENTRO";"62750000";"CENTRO-SEDE";"ARACOIABA";"CE"
"68";"06-0068";"AV ANTONIO VALENTIM DE OLIVEIRA S/N";"63170000";"CENTRO";"ARARIPE";"CE"
"69";"06-0069";"RUA CEL. JOSE LEITE, S/N";"63360000";"ARACA";"AURORA";"CE"
"70";"06-0070";"AV. ANTONIO FLORENTINO DE ARAUJO LIMA, S/N";"63260000";"SAO FRANCISCO-SEDE";"BREJO SANTO";"CE"
"71";"06-0071";"RUA LUIZ BEZERRA, S/N";"63220000";"PARAÍSO";"CARIRIAÇU";"CE"
"72";"06-0072";"RUA RIACHO DO SANGUE, 786";"63480000";"CENTRO";"JAGUARETAMA";"CE"
"73";"06-0073";"FÓRUM ELEITORAL - RUA PROFESSORA SINHÁ MELO, S/N";"62360000";"PRAÇA DO ESTÁDIO";"IBIAPINA";"CE"
"74";"06-0074";"RUA PADRE BERNARDINO MEMORIA, 322";"62380000";"CENTRO";"GUARACIABA DO NORTE";"CE"
"75";"06-0075";"RUA CORONEL RAIMUNDO FRANCISCO, 1402";"62823000";"CENTRO";"JAGUARUANA";"CE"
"76";"06-0076";"RUA CAPITAO MIGUEL DANTAS, 1000";"63210000";"CENTRO-SEDE";"MAURITI";"CE"
"78";"06-0078";"RUA ANA NOGUEIRA LOPES, 305";"62880000";"GAMELEIRA";"HORIZONTE";"CE"
"79";"06-0079";"AV. JOSE CASSIMIRO DE ALBUQUERQUE, S/N, FORUM";"62260000";"CARÃO";"RERIUTABA";"CE"
"80";"06-0080";"RUA VEREADOR ELISIO FLORENTINO TEIXEIRA, S/N";"63590000";"CENTRO";"SABOEIRO";"CE"
"81";"06-0081";"AVENIDA MOISÉS MOITA, 555";"62320000";"BAIRRO PLANALTO";"TIANGUÁ";"CE"
"82";"06-0082";"FÓRUM ELEITORAL - AV. ALMIRANTE BARROSO, 601 PRAIA DE IRACEMA";"60060440";"PRAIA DE IRACEMA";"FORTALEZA";"CE"
"83";"06-0083";"AV. ALMIRANTE BARROSO, 601 - FORUM ELEITORAL DESEMB. PERICLES RIBEIRO";"60060440";"PRAIA DE IRACEMA";"FORTALEZA";"CE"
"84";"06-0084";"RUA JOAQUIM FACÓ, 244";"62840000";"NOVO PLANALTO";"BEBERIBE";"CE"
"85";"06-0085";"AV. JOSE FARES LOPES, S/N";"63520000";"CENTRO";"ORÓS";"CE"
"86";"06-0086";"RUA CEL. SIMPLICIO BEZERRA, 32";"62970000";"CENTRO";"ALTO SANTO";"CE"
"87";"06-0087";"RUA VICENTE GOMES, S/N";"62170000";"CENTRO";"MUCAMBO";"CE"
"88";"06-0088";"AV. EUSÉBIO DE QUEIROZ, 4607";"61760000";"CENTRO";"EUSÉBIO";"CE"
"89";"06-0089";"RUA MARTINS TEIXEIRA, 1310";"62540000";"TORRE";"AMONTADA";"CE"
"91";"06-0091";"RUA MAIA ALARCON, 433- CENTRO";"62960000";"CENTRO";"TABULEIRO DO NORTE";"CE"
"92";"06-0092";"AV.FRANCISCO AUDERLEY CARDOSO, S/N";"63380000";"TRAJANO NOGUEIRA-SEDE";"BARRO";"CE"
"93";"06-0093";"PCA. LUIZ ALVES DE MESQUITA, S/N";"63780000";"CENTRO";"MONSENHOR TABOSA";"CE"
"94";"06-0094";"AV. ALMIRANTE BARROSO, 601 - FORUM ELEITORAL";"60060440";"PRAIA DE IRACEMA";"FORTALEZA";"CE"
"95";"06-0095";"RUA ULISSES HOLANDA CAMPELO, 407";"62980000";"CENTRO";"IRACEMA";"CE"
"96";"06-0096";"R. SANTA CRUZ, S/N";"62570000";"CENTRO-SEDE";"BELA CRUZ";"CE"
"97";"06-0097";"RUA FORTUNATO BARROSO, S/N";"62690000";"CENTRO";"TRAIRI";"CE"
"98";"06-0098";"AVENIDA RIOS, 410";"62590000";"CENTRO";"ITAREMA";"CE"
"99";"06-0099";"AV. FRANCISCO RUFINO VIEIRA, S/N";"63740000";"CENTRO";"NOVO ORIENTE";"CE"
"100";"06-0100";"RUA FRANCISCO CORDEIRO DE OLIVEIRA, 1019";"61880000";"CENTRO";"ITAITINGA";"CE"
"101";"06-0101";"RUA JOSE DE MORAIS FEITOSA, S/N";"63575000";"CAICARA";"AIUABA";"CE"
"103";"06-0103";"RUA EVARISTO GOMES, 41";"62685000";"CENTRO";"PARAIPABA";"CE"
"104";"06-0104";"RUA EDSON QUEIROZ, S/N";"61905155";"PIRATININGA";"MARACANAÚ";"CE"
"105";"06-0105";"RUA JOSE SARAIVA SOBRINHO, S/N";"62748000";"CENTRO";"CAPISTRANO";"CE"
"106";"06-0106";"TRAVESSA ANTONIO JOSE CORREIA 134 CENTRO";"62755000";"CENTRO-SEDE";"OCARA";"CE"
"108";"06-0108";"RUA MAJOR FIEL, 299";"62420000";"CENTRO";"CHAVAL";"CE"
"109";"06-0109";"RUA SÃO JOÃO EVANGELISTA, 525";"62680000";"CAMPO DE AVIAÇÃO";"PARACURU";"CE"
"110";"06-0110";"RUA FRANCISCO SOARES, 133";"63960000";"CENTRO";"BANABUIÚ";"CE"
"111";"06-0111";"AV. CEL. FRANCISCO LINHARES, S/N";"62730000";"CENTRO";"CARIDADE";"CE"
"112";"06-0112";"AV ALMIRANTE BARROSO 601 - FORUM ELEITORAL";"60040040";"PRAIA DE IRACEMA";"FORTALEZA";"CE"
"113";"06-0113";"AV. ALMIRANTE BARROSO, 601 - FORUM ELEITORAL PÉRICLES RIBEIRO";"60060440";"PRAIA DE IRACEMA";"FORTALEZA";"CE"
