"Nr Zona";"Cod Processual Res nº 65/CNJ";"Endereço";"CEP";"Bairro";"Município Sede";"UF";
"45";"19-0045";"RUA PREFEITO SINVAL AUGUSTO FERREIRA DA SILVA, 151 - LOJA 03";"28390000";"CENTRO";"PORCIÚNCULA";"RJ"
"46";"19-0046";"AVENIDA PRESIDENTE LINCOLN 911 LOJA G";"25555201";"VILAR DOS TELES";"SÃO JOÃO DE MERITI";"RJ"
"48";"19-0048";"RUA CALMÉRIO RODRIGUES FERREIRA, 33, LOJA C";"26900000";"CENTRO";"MIGUEL PEREIRA";"RJ"
"49";"19-0049";"RUA DALMO COELHO GOMES, N 1, SALA 311, PRÉDIO DO FÓRUM";"28680000";"BETEL";"CACHOEIRAS DE MACACU";"RJ"
"50";"19-0050";"RUA WALDEMIR HERINGER DA SILVA, 600, SALA 07";"28860000";"SOCIEDADE FLUMINENSE";"CASIMIRO DE ABREU";"RJ"
"51";"19-0051";"RUA FUED ANTÔNIO, 8 - ANEXO AO EDIFÍCIO DO FÓRUM";"28740000";"CENTRO";"CONCEIÇÃO DE MACABU";"RJ"
"52";"19-0052";"AV. RAUL VEIGA 157 EDIFÍCIO DO FORUM";"28540000";"CENTRO";"CORDEIRO";"RJ"
"53";"19-0053";"RUA LUCIANO DE SOUZA TURQUE, 10/LOJA 02";"28650000";"CENTRO";"DUAS BARRAS";"RJ"
"54";"19-0054";"ESTRADA SÃO JOÃO MARCOS, S/N - SEGUNDO PAVIMENTO - FORUM";"23860000";"RANCHITO";"MANGARATIBA";"RJ"
"55";"19-0055";"AVENIDA ROBERTO SILVEIRA, 524-A - LJS 02 E 03";"24900445";"FLAMENGO";"MARICÁ";"RJ"
"56";"19-0056";"RUA ALBERTO TORRES, 114 - EDIFÍCIO DO FÓRUM";"26700000";"CENTRO";"MENDES";"RJ"
"57";"19-0057";"TRAVESSA SANTA RITA,  43 - EDIFÍCIO DO FÓRUM";"23970000";"CENTRO HISTÓRICO";"PARATY";"RJ"
"58";"19-0058";"RUA JOÃO CARVALHO DA ROCHA S/N - FORUM";"27660000";"CENTRO";"RIO DAS FLORES";"RJ"
"59";"19-0059";"RUA FRANCISCO COELHO PEREIRA, 456";"28941068";"ITINGA";"SÃO PEDRO DA ALDEIA";"RJ"
"60";"19-0060";"RUA JOÃO LUIZ DAFLON, 65 - TÉRREO";"28550000";"CENTRO";"SÃO SEBASTIÃO DO ALTO";"RJ"
"61";"19-0061";"PRAÇA BARÃO DE AYURUOCA, 75";"25880000";"CENTRO";"SAPUCAIA";"RJ"
"62";"19-0062";"AV. SAQUAREMA, N 883";"28990000";"PORTO NOVO";"SAQUAREMA";"RJ"
"63";"19-0063";"RUA SILVA JARDIM, 46, EDIFÍCIO DO FÓRUM";"28820000";"CENTRO";"SILVA JARDIM";"RJ"
"64";"19-0064";"RUA JOÃO AMÂNCIO, 214 - EDIFÍCIO DO FÓRUM";"28637000";"CENTRO";"SUMIDOURO";"RJ"
"65";"19-0065";"ESTRADA UNIÃO INDÚSTRIA N 11.860, SALA 04";"25610150";"CENTRO";"PETRÓPOLIS";"RJ"
"66";"19-0066";"AVENIDA BRIGADEIRO LIMA E SILVA, 282";"25085132";"PARQUE DUQUE";"DUQUE DE CAXIAS";"RJ"
"68";"19-0068";"RUA FELICIANO SODRÉ, 153";"24440440";"CENTRO";"SÃO GONÇALO";"RJ"
"69";"19-0069";"RUA DR. FELICIANO SODRÉ, 153, 2 ANDAR";"24440440";"CENTRO";"SÃO GONÇALO";"RJ"
"70";"19-0070";"RUA PEDRO CANEPA, 132";"26600000";"CENTRO";"PARACAMBI";"RJ"
"71";"19-0071";"RUA VISCONDE DE SEPETIBA 987 FUNDOS 3ANDAR";"24020206";"CENTRO";"NITERÓI";"RJ"
"72";"19-0072";"RUA VISCONDE DE SEPETIBA 987 - 2 ANDAR FUNDOS";"24020206";"CENTRO";"NITERÓI";"RJ"
"73";"19-0073";"RUA FERREIRA CÉSAR, 480 - EDIFÍCIO DO FÓRUM";"28350000";"CENTRO";"LAJE DO MURIAÉ";"RJ"
"74";"19-0074";"RODOVIA LUCIANO MEDEIROS 568 - EDIFICIO DO FORUM";"26650000";"CENTRO";"ENGENHEIRO PAULO DE FRONTIN";"RJ"
"75";"19-0075";"AV. DR. ALBERTO TORRES, 81 - CENTRO";"28010116";"CENTRO";"CAMPOS DOS GOYTACAZES";"RJ"
"76";"19-0076";"AV. ALBERTO TORRES, 81";"28010116";"CENTRO";"CAMPOS DOS GOYTACAZES";"RJ"
"77";"19-0077";"AV. BRIGADEIRO LIMA E SILVA, 282";"25085132";"PARQUE DUQUE";"DUQUE DE CAXIAS";"RJ"
"78";"19-0078";"AV. BRIGADEIRO LIMA E SILVA, 282";"25085132";"PARQUE DUQUE";"DUQUE DE CAXIAS";"RJ"
"79";"19-0079";"AV. BRIGADEIRO LIMA E SILVA, 282";"25085032";"PARQUE DUQUE";"DUQUE DE CAXIAS";"RJ"
"80";"19-0080";"RUA PEDRO ÁLVARES CABRAL, N. 305, 2 ANDAR, NILÓPOLIS";"26525051";"CENTRO";"NILÓPOLIS";"RJ"
"83";"19-0083";"RUA PARANÁ, N. 1 (3ANDAR)";"26553020";"CENTRO";"MESQUITA";"RJ"
"84";"19-0084";"RUA CORONEL BERNARDINO DE MELO, 2585";"26255140";"CENTRO";"NOVA IGUAÇU";"RJ"
"87";"19-0087";"RUA OLIVEIRA BOTELHO, S/N";"24440000";"NEVES";"SÃO GONÇALO";"RJ"
"88";"19-0088";"AV. PRESIDENTE LINCOLN 911 LOJA J EDIFICIO ANTARES";"25555201";"VILAR DOS TELES";"SÃO JOÃO DE MERITI";"RJ"
"89";"19-0089";"AVENIDA PRESIDENTE LINCOLN, 911 LOJA V";"25555201";"VILAR DOS TELES";"SÃO JOÃO DE MERITI";"RJ"
"90";"19-0090";"AV. LUCAS EVANGELISTA DE OLIVEIRA FRANCO, 437";"27215630";"ATERRADO";"VOLTA REDONDA";"RJ"
"91";"19-0091";"RUA ARGEMIRO DE PAULA COUTINHO N 2000 - EDIFICIO DO FORUM";"27310020";"BARBARÁ";"BARRA MANSA";"RJ"
"92";"19-0092";"RUA BENTO LISBOA, 65";"28970000";"CENTRO";"ARARUAMA";"RJ"
"93";"19-0093";"RUA JOSÉ ALVES PIMENTA, 869 - BAIRRO MATADOURO";"27115010";"MATADOURO";"BARRA DO PIRAÍ";"RJ"
"94";"19-0094";"RUA ARGEMIRO DE PAULA COUTINHO, 2000";"27310020";"BARBARÁ";"BARRA MANSA";"RJ"
"95";"19-0095";"RUA EXPEDICIONÁRIO PAULO MOREIRA, 67";"28360000";"CENTRO";"BOM JESUS DO ITABAPOANA";"RJ"
"96";"19-0096";"RUA RUI BARBOSA,  608, SOBRELOJA.";"28907170";"CENTRO";"CABO FRIO";"RJ"
"97";"19-0097";"RUA MARIA JACOB, 134 - EDIFICIO DO FORUM";"28430000";"CENTRO";"CAMBUCI";"RJ"
"98";"19-0098";"AV. ALBERTO TORRES, 81";"28035581";"CENTRO";"CAMPOS DOS GOYTACAZES";"RJ"
"99";"19-0099";"AV.  DR. ALBERTO TORRES, 81- CENTRO";"28010116";"CENTRO";"CAMPOS DOS GOYTACAZES";"RJ"
"100";"19-0100";"AV. ALBERTO TORRES, 81";"28010116";"CENTRO";"CAMPOS DOS GOYTACAZES";"RJ"
"101";"19-0101";"RUA OLÍVIA TEIXEIRA DA SILVA, 85";"28500000";"CENTRO";"CANTAGALO";"RJ"
"102";"19-0102";"RUA MANOEL GOULART, 42 - LOJAS 01 E 02";"28640000";"CENTRO";"CARMO";"RJ"
"103";"19-0103";"AVENIDA BRIGADEIRO LIMA E SILVA, 282";"25085132";"PARQUE DUQUE";"DUQUE DE CAXIAS";"RJ"
"104";"19-0104";"RUA DESEMBARGADOR FERREIRA PINTO, 09, CENTRO, ITABORAÍ/RJ";"24800205";"CENTRO";"ITABORAÍ";"RJ"
"105";"19-0105";"RUA MOISÉS ABRAÃO 124";"23815460";"CENTRO";"ITAGUAÍ";"RJ"
"106";"19-0106";"RUA JOAQUIM SOARES MONTEIRO, 001 - EDIFÍCIO DO FORUM";"28570000";"LOTEAMENTO RECREIO";"ITAOCARA";"RJ"
"107";"19-0107";"AVENIDA CARDOSO MOREIRA 485, FUNDOS - EDIFÍCIO DO FÓRUM";"28300000";"CENTRO";"ITAPERUNA";"RJ"
"108";"19-0108";"RUA MANOEL PORTUGAL, 156 - EDIFÍCIO DO FORUM - SALA 04";"27460000";"CENTRO";"RIO CLARO";"RJ"
"109";"19-0109";"RUA VISCONDE DE QUISSAMA 174";"27910020";"CENTRO";"MACAÉ";"RJ"
"110";"19-0110";"RUA DOUTOR DOMINGOS BELLIZZE 183";"25900058";"CENTRO";"MAGÉ";"RJ"
"111";"19-0111";"RUA ARAUJO LEITE , 166  - EDIFICIO DO FORUM - SALA 01 - TERREO";"27600000";"CENTRO";"VALENÇA";"RJ"
"112";"19-0112";"AV. DEPUTADO LUIZ FERNANDO LINHARES, 1020, 3 PAVIMENTO - FÓRUM";"28460000";"CENTRO";"MIRACEMA";"RJ"
"116";"19-0116";"AV. ALMIRANTE JULIO CESAR DE NORONHA 58";"23900010";"SAO BENTO";"ANGRA DOS REIS";"RJ"
"118";"19-0118";"AV. DOM HELDER CAMARA, 10.121";"21380002";"CASCADURA";"RIO DE JANEIRO";"RJ"
"119";"19-0119";"AV. AYRTON SENNA 2001 BLOCO C";"22775002";"BARRA DA TIJUCA";"RIO DE JANEIRO";"RJ"
"120";"19-0120";"RUA TAQUAREMBÓ S/N- 2 ANDAR (REGIONAL DE CAMPO GRANDE)";"23070140";"CAMPO GRANDE";"RIO DE JANEIRO";"RJ"
"122";"19-0122";"ESTRADA RIO-SÃO PAULO, 176, CAMPO GRANDE";"23087005";"CAMPO GRANDE";"RIO DE JANEIRO";"RJ"
"123";"19-0123";"RUA FERNÃO DIAS S/N";"21615280";"DEODORO";"RIO DE JANEIRO";"RJ"
"125";"19-0125";"RUA MARTINHO DE CAMPOS S/N POSTO AGRICOLA";"23515040";"SANTA CRUZ";"RIO DE JANEIRO";"RJ"
"126";"19-0126";"AVENIDA BRIGADEIRO LIMA E SILVA, 282";"25085132";"PARQUE DUQUE";"DUQUE DE CAXIAS";"RJ"
"127";"19-0127";"AV. BRIGADEIRO LIMA E SILVA, 282";"25085132";"PARQUE DUQUE";"DUQUE DE CAXIAS";"RJ"
"128";"19-0128";"AV. BRIGADEIRO LIMA E SILVA, 282, 25 DE AGOSTO, DUQUE DE CAXIAS/RJ";"25085132";"25 DE AGOSTO";"DUQUE DE CAXIAS";"RJ"
"129";"19-0129";"AV. DR. ALBERTO TORRES, 81";"28010116";"CENTRO";"CAMPOS DOS GOYTACAZES";"RJ"
"130";"19-0130";"ROD. AFONSO CELSO, S/N - PRACA DOS TRES PODERES - FORUM";"28230000";"CENTRO";"SÃO FRANCISCO DE ITABAPOANA";"RJ"
"131";"19-0131";"AV. LUCAS EVANGELISTA DE OLIVEIRA FRANCO, 437 (ANTIGO FÓRUM)";"27215630";"ATERRADO";"VOLTA REDONDA";"RJ"
"132";"19-0132";"RUA FELICIANO SODRÉ, 153";"24440440";"CENTRO";"SÃO GONÇALO";"RJ"
"133";"19-0133";"RUA EDUARDO VIEIRA DE SOUZA, 112";"24445410";"CENTRO";"SÃO GONÇALO";"RJ"
"135";"19-0135";"RUA FELICIANO SODRE 153 - 2 ANDAR";"24440440";"CENTRO";"SÃO GONÇALO";"RJ"
"138";"19-0138";"RUA FELIX 1561";"26381015";"FANCHEM";"QUEIMADOS";"RJ"
"139";"19-0139";"RUA JOAO BATISTA EVANGELISTA S/N - CENTRO DE ENGENHEIRO PEDREIRA";"26423290";"ENGENHEIRO PEDREIRA";"JAPERI";"RJ"
"141";"19-0141";"RUA ARISTIDES GONCALVES DE SOUZA, 83";"28250000";"SAO CAETANO";"ITALVA";"RJ"
"144";"19-0144";"RUA VISCONDE DE SEPETIBA 987 - 3 ANDAR - FUNDOS";"24020206";"CENTRO";"NITERÓI";"RJ"
"145";"19-0145";"AV. PRES. LINCOLN 911 - EDIFICIO ANTARES - LOJA N";"25555201";"VILAR DOS TELES";"SÃO JOÃO DE MERITI";"RJ"
"146";"19-0146";"RUA MARECHAL FLORIANO PEIXOTO 40";"28930000";"PRAIA DOS ANJOS";"ARRAIAL DO CABO";"RJ"
"147";"19-0147";"RUA ARCEBISPO SANTOS, S/N";"23900160";"SAO BENTO";"ANGRA DOS REIS";"RJ"
"148";"19-0148";"RUA MÁRIO DE BRITO, 129 - LOJA 3 - PIABETÁ";"25915000";"PIABETÁ";"MAGÉ";"RJ"
"149";"19-0149";"ESTRADA DO BANANAL, 2336, LJS. 1 E 2";"25946440";"BANANAL";"GUAPIMIRIM";"RJ"
"150";"19-0150";"RUA PARANA N 1, 3 ANDAR - MESQUITA";"26553020";"CENTRO";"MESQUITA";"RJ"
"151";"19-0151";"RUA DESEMBARGADOR FERREIRA PINTO, 9, CENTRO, ITABORAÍ";"24800205";"CENTRO";"ITABORAÍ";"RJ"
"152";"19-0152";"RUA URUGUAI, 51";"26130525";"CENTRO";"BELFORD ROXO";"RJ"
"153";"19-0153";"RUA URUGUAI, 51";"26130525";"CENTRO";"BELFORD ROXO";"RJ"
"154";"19-0154";"RUA URUGUAI, 51";"26130000";"CENTRO";"BELFORD ROXO";"RJ"
"155";"19-0155";"RUA URUGUAI, 51";"26130525";"CENTRO";"BELFORD ROXO";"RJ"
"156";"19-0156";"RUA DR MÁRIO GUIMARÃES, 968 - ED. DO FÓRUM - ANEXO - 4 ANDAR";"26255230";"BAIRRO DA LUZ";"NOVA IGUAÇU";"RJ"
"157";"19-0157";"RUA GETULIO VARGAS 104";"26255060";"CENTRO";"NOVA IGUAÇU";"RJ"
"158";"19-0158";"RUA DR MÁRIO GUIMARÃES, 968 - ED. DO FÓRUM - ANEXO - 4 ANDAR";"26255230";"BAIRRO DA LUZ";"NOVA IGUAÇU";"RJ"
"159";"19-0159";"RUA CEL. BERNARDINO DE MELLO 2585, CENTRO - NOVA IGUAÇU / RJ";"26255140";"CENTRO";"NOVA IGUAÇU";"RJ"
"161";"19-0161";"RUA LUCENA, S/N,OLARIA (ANTIGO FÓRUM,ATRÁS DO CLUBE OLARIA) 21.021-320";"21021320";"OLARIA";"RIO DE JANEIRO";"RJ"
"162";"19-0162";"RUA FILOMENA NUNES, 961";"21021380";"OLARIA";"RIO DE JANEIRO";"RJ"
"167";"19-0167";"ESTRADA DO CAMBOATÁ 2300, SALAS 201/203-GUADALUPE SHOPPING";"21665001";"GUADALUPE";"RIO DE JANEIRO";"RJ"
"169";"19-0169";"RUA SACADURA CABRAL, 226 FUNDOS";"20221161";"SAUDE";"RIO DE JANEIRO";"RJ"
"170";"19-0170";"AV. PROFESSOR MANUEL DE ABREU, 286";"20550170";"MARACANÃ";"RIO DE JANEIRO";"RJ"
"172";"19-0172";"ESTRADA DA USINA RUA DOIS S/N EDIFICIO DO FORUM";"28950000";"CENTRO";"ARMAÇÃO DOS BÚZIOS";"RJ"
"174";"19-0174";"AV. TENENTE ENEAS TORNO 42, SALA 27 - EDIFICIO DO FORUM";"25802330";"NOVA NITERÓI";"TRÊS RIOS";"RJ"
"176";"19-0176";"AV MONSENHOR FELIX, 512";"21235110";"IRAJÁ";"RIO DE JANEIRO";"RJ"
"179";"19-0179";"AV. AYRTON SENNA 2001 BLOCO C BARRA DA TIJUCA";"22775002";"BARRA DA TIJUCA";"RIO DE JANEIRO";"RJ"
"180";"19-0180";"RUA GODOFREDO VIANA, 400";"22730020";"TAQUARA";"RIO DE JANEIRO";"RJ"
"181";"19-0181";"AVENIDA PAULINO RODRIGUES DE SOUZA, 2001";"28960000";"PARQUE TAMARIZ";"IGUABA GRANDE";"RJ"
"182";"19-0182";"RUA GODOFREDO VIANA, 400";"22730020";"TAQUARA";"RIO DE JANEIRO";"RJ"
"183";"19-0183";"RUA HILARIO ETTORE 378";"27570000";"CENTRO (PORTO REAL)";"PORTO REAL";"RJ"
"184";"19-0184";"AVENIDA GUANABARA, N 3.837";"28893158";"BOSQUE DA PRAIA";"RIO DAS OSTRAS";"RJ"
"185";"19-0185";"RUA GODOFREDO VIANA 400";"22730020";"TAQUARA";"RIO DE JANEIRO";"RJ"
"186";"19-0186";"AVENIDA PRESIDENTE LINCOLN, 440 - LOJA - VILAR DOS TELES";"25555201";"VILAR DOS TELES";"SÃO JOÃO DE MERITI";"RJ"
"187";"19-0187";"AV PRESIDENTE LINCOLN, 911 LOJAS T/ U";"25555200";"VILAR DOS TELES";"SÃO JOÃO DE MERITI";"RJ"
"188";"19-0188";"AV. VICENTE DE CARVALHO, 909, LJ. 115/116, 2 PISO, CARIOCA SHOPPING";"21210623";"VILA DA PENHA";"RIO DE JANEIRO";"RJ"
"191";"19-0191";"ESTRADA DA CACUIA, 1574";"21921001";"ILHA DO GOVERNADOR";"RIO DE JANEIRO";"RJ"
"192";"19-0192";"RUA ORCADAS 435 - SALA 12 - XX RA (SUBPREFEITURA DA ILHA DO GOVERNADOR";"21920257";"PORTUGUESA";"RIO DE JANEIRO";"RJ"
"194";"19-0194";"AVENIDA BRIGADEIRO LIMA E SILVA, 282";"25085132";"PARQUE DUQUE";"DUQUE DE CAXIAS";"RJ"
"195";"19-0195";"RUA ALICE QUINTELA MAURICI REGADAS, 66, LJ 07";"25953240";"VÁRZEA";"TERESÓPOLIS";"RJ"
"196";"19-0196";"RUA SENHOR DOS PASSOS, 37 - EDIFÍCIO DO FÓRUM";"25780000";"CENTRO";"SÃO JOSÉ DO VALE DO RIO PRETO";"RJ"
"198";"19-0198";"PRAÇA MARECHAL JOSÉ PESSOA 95 - EDIFÍCIO DO FÓRUM ANTIGO";"27511380";"CENTRO";"RESENDE";"RJ"
"199";"19-0199";"RUA VISCONDE DE SEPETIBA 987 FUNDOS - 2 ANDAR";"24020200";"CENTRO";"NITERÓI";"RJ"
"200";"19-0200";"AVENIDA BRIGADEIRO LIMA E SILVA, 282";"25085132";"PARQUE DUQUE";"DUQUE DE CAXIAS";"RJ"
"201";"19-0201";"RUA PEDRO ALVARES CABRAL 305 - 2 ANDAR - EDIFÍCIO DA PREFEITURA";"26525051";"CENTRO";"NILÓPOLIS";"RJ"
"203";"19-0203";"AV ARGEMIRO DE PAULA COUTINHO, 2000";"27310020";"BARBARÁ";"BARRA MANSA";"RJ"
"204";"19-0204";"RUA SACADURA CABRAL 226 - TERREO";"20221161";"SAUDE";"RIO DE JANEIRO";"RJ"
"211";"19-0211";"RUA JARDIM BOTÂNICO, N.1060";"22460000";"JARDIM BOTÂNICO";"RIO DE JANEIRO";"RJ"
"214";"19-0214";"RUA DIAS DA CRUZ, 787";"20720011";"MEIER";"RIO DE JANEIRO";"RJ"
"216";"19-0216";"AV DOM HELDER CAMARA 4175 - 2 ANDAR";"20771000";"DEL CASTILHO";"RIO DE JANEIRO";"RJ"
"218";"19-0218";"RUA SIDÔNIO PAIS, 54, LOJA 5";"21350032";"CASCADURA";"RIO DE JANEIRO";"RJ"
"219";"19-0219";"RUA SIDÔNIO PAES, 54 LOJA 06";"21350032";"CASCADURA";"RIO DE JANEIRO";"RJ"
"221";"19-0221";"RUA PEDRO ALVARES CABRAL, 305, SALA 120";"26525051";"CENTRO";"NILÓPOLIS";"RJ"
"222";"19-0222";"PRAÇA GETULIO VARGAS, 89/97";"28610175";"CENTRO";"NOVA FRIBURGO";"RJ"
"225";"19-0225";"BR 465, 310, SALA 208 (PRÉDIO DO FORUM)";"23890001";"JARDIM SAO JORGE";"SEROPÉDICA";"RJ"
"229";"19-0229";"AV. PROFESSOR MANOEL DE ABREU, 286";"20550170";"MARACANÃ";"RIO DE JANEIRO";"RJ"
"230";"19-0230";"RUA FIGUEIREDO CAMARGO, 1133, SALA 205";"21870210";"BANGU";"RIO DE JANEIRO";"RJ"
"233";"19-0233";"RUA FIGUEIREDO CAMARGO, 1.133 - SALA 303";"21870210";"BANGU";"RIO DE JANEIRO";"RJ"
"234";"19-0234";"RUA FIGUEIREDO CAMARGO, 1133, SALAS 201 E 202";"21870210";"BANGU";"RIO DE JANEIRO";"RJ"
"238";"19-0238";"RUA FIGUEIREDO CAMARGO, 1.133, SALA 305";"21870210";"BANGU";"RIO DE JANEIRO";"RJ"
"241";"19-0241";"RUA MARTINHO DE CAMPOS S/N POSTO AGRICOLA";"23515040";"SANTA CRUZ";"RIO DE JANEIRO";"RJ"
"242";"19-0242";"AV. CESARIO DE MELLO 3963";"23050100";"CAMPO GRANDE";"RIO DE JANEIRO";"RJ"
"243";"19-0243";"RUA MARTINHO DE CAMPOS S/N";"23515040";"SANTA CRUZ";"RIO DE JANEIRO";"RJ"
"245";"19-0245";"RUA DOM PEDRITO, 1, 2 ANDAR - XVIII ADMINISTRAÇÃO REGIONAL";"23070170";"CAMPO GRANDE";"RIO DE JANEIRO";"RJ"
"246";"19-0246";"RUA MARTINHO DE CAMPOS S/N  POSTO AGRÍCOLA";"23515040";"SANTA CRUZ";"RIO DE JANEIRO";"RJ"
"249";"19-0249";"AV. DR. ALBERTO TORRES, 81";"28010116";"CENTRO";"CAMPOS DOS GOYTACAZES";"RJ"
"254";"19-0254";"RUA FRANCISCO PORTELA, N. 221";"27910200";"CENTRO";"MACAÉ";"RJ"
"255";"19-0255";"ESTRADA DO CORREIO IMPERIAL - 1003";"28735000";"PITEIRAS";"QUISSAMÃ";"RJ"
"256";"19-0256";"RUA RUI BARBOSA, 608, SOBRELOJA";"28907170";"CENTRO";"CABO FRIO";"RJ"
