id;uf;nome;populacao2010;pib2010;pibPerCapita2010;populacao2012;pib2012;pibPerCapita2012;populacao2014;pib2014;pibPerCapita2014;gini2000;gini2010
4309001;RS;Giruá;17085;377335.491;22085.78;16823;376564.864;22383.93;17269;572587.647;33156.97;0.5989;0.5377
4210704;SC;Matos Costa;2838;26335.395;9279.56;2784;36257.263;13023.44;2729;34757.881;12736.49;0.6085;0.4572
1703800;TO;Buriti do Tocantins;9770;49310.066;5047.09;10059;57976.76;5763.67;10681;68085.236;6374.43;0.6318;0.5732
4112405;PR;Japurá;8547;90755.347;10618.39;8669;120311.765;13878.39;9095;167166.522;18380.05;0.4344;0.3558
3506201;SP;Bento de Abreu;2674;105467.985;39442.03;2717;113812.657;41889.09;2855;109569.687;38378.17;0.384;0.3847
3555356;SP;Ubarana;5286;261151.879;49404.44;5451;293715.474;53882.86;5822;207541.886;35647.87;0.43;0.3594
2801702;SE;Cristinápolis;16519;120217.835;7277.55;16859;122634.005;7274.1;17726;176023.683;9930.25;0.6026;0.5002
4128807;PR;Xambrê;6011;42122.633;7007.59;5939;54324.807;9147.13;6047;67583.547;11176.38;0.5366;0.4879
2703403;AL;Jacaré dos Homens;5413;29606.707;5469.56;5352;39086.193;7303.1;5469;35825.44;6550.64;0.6942;0.5015
3522604;SP;Itapira;68365;1924254.299;28146.78;69317;2401818.524;34649.78;72514;2989267.188;41223.31;0.5212;0.4611
5210158;GO;Ipiranga de Goiás;2844;22763.376;8004;2848;34308.657;12046.58;2935;43060.266;14671.3;...;0.43
2605103;PE;Custódia;34305;232834.064;6787.18;34442;276959.881;8041.34;35884;329931.233;9194.38;0.6114;0.5359
3113008;MG;Caraí;22343;100764.75;4509.9;22549;101747.175;4512.27;23458;129018.462;5499.98;0.5565;0.5365
2916401;BA;Itapetinga;68314;1022599.667;14969.11;69903;887014.964;12689.23;75440;898628.762;11911.83;0.5857;0.4962
2506806;PB;Ingá;18180;89372.757;4915.99;17555;105237.929;5994.76;17978;128865.926;7167.98;0.5127;0.5013
3129400;MG;Ibertioga;5029;32863.556;6534.81;5021;43370.284;8637.78;5159;53712.395;10411.4;0.5561;0.4322
3525300;SP;Jaú;131068;2548015.744;19440.41;133900;3219076.348;24040.9;141703;4002111.117;28242.95;0.4977;0.4638
4309050;RS;Glorinha;6885;291730.028;42371.83;7074;358616.632;50695.03;7443;321145.656;43147.34;0.526;0.4225
2408508;RN;Ouro Branco;4699;23515.35;5004.33;4704;31564.786;6710.2;4866;39068.826;8028.94;0.5094;0.4315
2310209;CE;Paracuru;31638;252871.923;7992.66;32255;342302.744;10612.39;33178;425742.43;12832.07;0.6061;0.5525
2932804;BA;Utinga;18193;75855.725;4169.5;18367;102599.907;5586.1;19490;129779.174;6658.76;0.5513;0.6253
4311734;RS;Mampituba;2997;24518.815;8181.12;2988;28982.846;9699.75;3085;43274.37;14027.35;0.4796;0.4691
3145802;MG;Onça de Pitangui;3197;27078.236;8469.89;3066;34646.407;11300.2;3171;45509.31;14351.72;0.5124;0.4376
3555406;SP;Ubatuba;78870;896600.338;11368.08;80604;1198118.585;14864.26;85399;1658499.126;19420.59;0.5849;0.5971
1507409;PA;São Francisco do Pará;15196;96493.964;6349.96;15184;93222.428;6139.52;15341;167864.149;10942.19;0.6359;0.4851
3162203;MG;São João Batista do Glória;6890;78931;11455.88;6981;108229.284;15503.41;7292;121399.909;16648.37;0.5213;0.4537
3522653;SP;Itapirapuã Paulista;3884;19686.187;5068.53;3926;25048.442;6380.14;4109;30183.403;7345.68;0.7063;0.5351
2105104;MA;Icatu;25147;64493.838;2564.67;25698;82947.989;3227.8;26240;113107.173;4310.49;0.6039;0.5876
2605152;PE;Dormentes;16915;94862.648;5608.2;17296;134831.862;7795.55;18126;164053.429;9050.72;0.569;0.4708
4309100;RS;Gramado;32300;904019.544;27988.22;32829;1209337.822;36837.49;34365;1508977.708;43910.31;0.489;0.4888
2310258;CE;Paraipaba;30041;182868.433;6087.3;30733;224777.279;7313.87;31705;329625.963;10396.66;0.5701;0.5116
4210803;SC;Meleiro;7002;129313.21;18468.04;6988;143967.657;20602.13;7076;172002.977;24307.94;0.6487;0.4347
4112504;PR;Jardim Alegre;12325;108288.919;8786.12;12121;147856.155;12198.35;12280;192225.241;15653.52;0.5501;0.6144
3145851;MG;Oratórios;4486;27555.776;6142.62;4514;36397.428;8063.23;4673;43273.761;9260.38;0.3729;0.3952
3506300;SP;Bernardino de Campos;10777;114787.486;10651.15;10784;148594.786;13779.19;11146;177947.366;15965.13;0.5388;0.456
1714880;TO;Nova Olinda;10686;146027.013;13665.26;10883;195961.08;18006.16;11408;224550.212;19683.57;0.6381;0.5329
1507458;PA;São Geraldo do Araguaia;25584;166439.148;6505.6;25277;258913.19;10243.03;24828;288679.324;11627.17;0.6244;0.532
4309126;RS;Gramado dos Loureiros;2269;23739.455;10462.52;2228;21869.404;9815.71;2282;41877.216;18351.1;0.5215;0.5104
1507466;PA;São João da Ponta;5265;23155.053;4397.92;5451;28350.805;5201.03;5703;35430.141;6212.54;0.6727;0.5377
2900108;BA;Abaíra;8324;34564.383;4152.38;8659;42148.124;4867.55;9243;55376.886;5991.22;0.54;0.4742
2703502;AL;Jacuípe;6986;45266.44;6479.59;6950;45162.392;6498.19;7177;80332.161;11193;0.5771;0.47
3522703;SP;Itápolis;40064;850559.842;21230.03;40399;1174685.536;29077.09;42135;1167131.672;27699.81;0.5462;0.4538
1507474;PA;São João de Pirabas;20644;74769.088;3621.83;21125;94878.125;4491.27;21767;126200.763;5797.8;0.6352;0.5875
3113107;MG;Caranaíba;3288;15434.886;4694.31;3260;21956.06;6734.99;3330;25313.781;7601.74;0.4938;0.4423
2916500;BA;Itapicuru;32278;205373.166;6362.64;33008;249320.484;7553.34;35632;325015.547;9121.45;0.5718;0.5499
3145877;MG;Orizânia;7284;33491.033;4597.89;7409;43130.268;5821.33;7767;56997.854;7338.46;0.5381;0.5562
4218905;SC;Urubici;10702;149489.121;13968.34;10767;154540.488;14353.16;11058;216801.023;19605.81;0.5823;0.5359
2506905;PB;Itabaiana;24483;132520.861;5412.77;24372;171713.74;7045.53;24613;228976.408;9303.07;0.5233;0.5022
2408607;RN;Paraná;3952;18006.123;4556.21;4001;20712.24;5176.77;4194;28003.017;6676.92;0.6351;0.4992
2310308;CE;Parambu;31320;118591.643;3786.45;31160;130923.726;4201.66;31376;175534.982;5594.56;0.5713;0.5352
3129509;MG;Ibiá;23265;486188.367;20897.85;23547;625622.98;26569.12;24613;737479.004;29962.99;0.6672;0.5166
2932903;BA;Valença;88729;768017.847;8655.77;90319;919171.726;10176.95;96507;1196823.537;12401.42;0.6047;0.5539
1711100;TO;Itaporã do Tocantins;2439;22390.495;9180.19;2434;27516.281;11304.96;2482;33786.03;13612.42;0.5547;0.4449
1704105;TO;Centenário;2565;15278.861;5956.67;2627;20555.022;7824.52;2771;24631.191;8888.92;0.6208;0.6363
3145901;MG;Ouro Branco;35260;2047668.344;58073.41;36006;2845778.04;79036.22;37878;3113039.577;82185.95;0.5549;0.5211
3301405;RJ;Conceição de Macabu;21200;179531.541;8468.47;21613;230196.151;10650.82;22006;271792.728;12350.85;0.5082;0.4924
3555505;SP;Ubirajara;4429;40283.721;9095.44;4468;48148.44;10776.28;4662;62289.247;13361.06;0.4732;0.4219
1720499;TO;São Valério;4384;36556.367;8338.59;4282;40926.487;9557.8;4267;74542.971;17469.64;0.6233;0.5703
1507508;PA;São João do Araguaia;13149;54398.241;4137.06;13293;78228.952;5884.97;13470;90453.643;6715.19;0.6122;0.5573
3506359;SP;Bertioga;47572;1097980.295;23080.39;50304;1313178.789;26104.86;55138;1536747.052;27870.92;0.5229;0.4924
3162302;MG;São João da Mata;2732;21771.877;7969.21;2728;31184.823;11431.39;2809;35635.776;12686.29;0.4604;0.4016
5210307;GO;Israelândia;2888;27505.74;9524.15;2870;34491.675;12018.01;2930;40055.89;13670.95;0.4839;0.4384
2108108;MA;Paulo Ramos;20087;81445.514;4054.64;20454;101280.507;4951.62;20539;132913.364;6471.27;0.5618;0.5702
4210902;SC;Modelo;4047;92868.765;22947.56;4063;113810.38;28011.42;4158;88171.687;21205.31;0.5245;0.4315
4309209;RS;Gravataí;255762;7295812.593;28525.79;259138;8412248.582;32462.43;270689;10863523.719;40132.86;0.4876;0.4578
4112603;PR;Jardim Olinda;1409;21546.205;15291.84;1392;25453.098;18285.27;1416;27847.392;19666.24;0.65;0.4443
3304144;RJ;Queimados;137938;2032470.709;14734.67;140374;3060379.673;21801.61;142709;3946299.878;27652.78;0.4881;0.4584
3506409;SP;Bilac;7052;93940.965;13321.18;7193;122305.339;17003.38;7602;145636.425;19157.65;0.4906;0.4309
2801900;SE;Cumbe;3813;23624.02;6195.65;3839;28968.868;7545.94;3970;35818.047;9022.18;0.4668;0.4877
2900207;BA;Abaré;17072;60848.712;3564.24;17685;73066.072;4131.53;19290;107414.137;5568.38;0.5528;0.5621
2703601;AL;Japaratinga;7752;45970.709;5930.17;7888;53384.974;6767.87;8294;92270.678;11124.99;0.5954;0.5178
3522802;SP;Itaporanga;14546;107650.468;7400.69;14579;139873.681;9594.19;15090;171925.905;11393.37;0.591;0.5362
2605301;PE;Exu;31636;141178.627;4462.59;31518;160364.065;5088.02;32001;205437.965;6419.74;0.6304;0.5728
3113206;MG;Carandaí;23341;397736.349;17040.24;23692;423349.684;17868.89;24864;540574.635;21741.26;0.5619;0.4786
4202537;SC;Bom Jesus;2526;46692.107;18484.6;2599;63531.591;24444.63;2771;58663.928;21170.67;0.5349;0.56
3140308;MG;Marliéria;4021;21838.845;5431.2;4008;25752.395;6425.25;4126;34502.648;8362.25;0.5464;0.4115
2507002;PB;Itaporanga;23195;139308.396;6005.97;23505;178627.817;7599.57;24317;223155.976;9176.95;0.5655;0.5072
2916609;BA;Itapitanga;10207;46491.558;4554.87;10181;53520.5;5256.9;10799;67046.605;6208.59;0.5498;0.4443
2408706;RN;Paraú;3862;21104.046;5464.54;3824;24851.099;6498.72;3907;31599.825;8088;0.5969;0.4677
2310407;CE;Paramoti;11308;47722.371;4220.23;11360;51687.723;4549.98;11533;66207.206;5740.68;0.6499;0.5286
2933000;BA;Valente;24579;111662.379;4543;25342;135535.742;5348.27;27545;164796.977;5982.83;0.5561;0.4983
4309258;RS;Guabiju;1598;31262.338;19563.42;1576;33975.942;21558.34;1618;58505.332;36159.04;0.4008;0.5553
3555604;SP;Uchoa;9475;191800.822;20242.83;9537;226615.423;23761.71;9927;241870.926;24364.96;0.4836;0.3993
1507607;PA;São Miguel do Guamá;51527;338329.769;6566.07;53108;395579.16;7448.58;55191;550614.378;9976.52;0.5908;0.5323
3146008;MG;Ouro Fino;31580;398544.228;12620.15;31893;486530.509;15255.09;33214;513266.831;15453.33;0.5369;0.4623
3162401;MG;São João da Ponte;25362;102593.906;4045.18;25257;122737.286;4859.54;25933;171311.077;6605.91;0.5555;0.4828
5210406;GO;Itaberaí;35412;520256.397;14691.53;36503;687056.799;18821.93;38983;887979.912;22778.64;0.6344;0.5588
3119005;MG;Cordislândia;3435;31907.074;9288.81;3447;36537.993;10599.94;3565;51048.448;14319.34;0.4407;0.4573
4300851;RS;Arambaré;3693;66993.569;18140.69;3660;81864.158;22367.26;3769;115178.266;30559.37;0.5266;0.4915
3129657;MG;Ibiracatu;6155;25026.815;4066.1;6098;29815.715;4889.43;6228;35856.197;5757.26;0.6568;0.5129
4309308;RS;Guaíba;95230;2910559.909;30563.48;95340;3601925.61;37779.79;98864;5129396.223;51883.36;0.522;0.4793
4112702;PR;Jataizinho;11859;114566.59;9660.73;11958;143478.585;11998.54;12447;201698.243;16204.57;0.5046;0.4673
3530805;SP;Mogi Mirim;86244;2761857.853;32023.77;87266;11927707.976;136682.19;91027;4017408.087;44134.25;0.5313;0.5013
4211009;SC;Mondaí;10231;256171.998;25038.8;10458;359101.007;34337.45;11034;505653.849;45826.88;0.5283;0.4007
2933059;BA;Várzea da Roça;13787;47449.289;3441.6;13834;62227.688;4498.17;14693;77184.639;5253.16;0.5801;0.4997
3506508;SP;Birigui;108722;1784190.933;16410.58;110907;2307732.187;20807.81;117143;2721174.358;23229.51;0.5258;0.4286
1720655;TO;Silvanópolis;5071;46899.994;9248.67;5120;81054.589;15830.97;5318;105937.816;19920.61;0.5712;0.5667
2900306;BA;Acajutiba;14830;84407.731;5691.69;14730;97104.848;6592.32;15668;114255.618;7292.29;0.5753;0.5791
2703700;AL;Jaramataia;5562;24915.968;4479.68;5524;28939.281;5238.83;5706;35602.949;6239.56;0.434;0.4854
3522901;SP;Itapuí;12181;298927.536;24540.48;12446;422143.037;33917.97;13178;439636.099;33361.37;0.4455;0.4227
2613305;PE;São Joaquim do Monte;20489;121435.546;5926.87;20586;115770.913;5623.77;21126;132199.831;6257.68;0.5505;0.5461
2605400;PE;Feira Nova;20588;80526.828;3911.35;20830;111879.276;5371.06;21579;138212.187;6404.94;0.5427;0.4905
3113305;MG;Carangola;32321;291208.954;9009.9;32353;368341.54;11385.08;33412;411555.745;12317.6;0.6304;0.4904
2507101;PB;Itapororoca;16998;89742.829;5279.61;17354;113244.017;6525.53;18129;133200.986;7347.4;0.5274;0.49
2916708;BA;Itaquara;7678;38625.338;5030.65;7751;44439.801;5733.43;8480;62439.592;7363.16;0.494;0.5708
2408805;RN;Parazinho;4845;20800.033;4293.09;4924;346136.794;70295.86;5127;231932.11;45237.39;0.5314;0.5237
3539004;SP;Pirangi;10623;136153.408;12816.85;10712;161490.978;15075.71;11167;198264.282;17754.48;0.4418;0.3808
2310506;CE;Pedra Branca;41942;158421.776;3777.16;42064;173651.023;4128.26;42696;234618.938;5495.1;0.6202;0.5153
3129707;MG;Ibiraci;12177;440326.225;36160.48;12470;529484.887;42460.7;13158;434032.712;32986.22;0.5042;0.4286
4112751;PR;Jesuítas;9001;129501.382;14387.44;8876;157325.616;17724.83;9017;257095.027;28512.26;0.6221;0.4271
4211058;SC;Monte Carlo;9312;158004.094;16967.79;9381;131226.664;13988.56;9650;134168.646;13903.49;0.5039;0.4588
2209005;PI;Rio Grande do Piauí;6429;23612.505;3672.81;6282;27257.604;4339;6328;41131.561;6499.93;0.4706;0.5471
2933109;BA;Várzea do Poço;8664;36549.558;4218.55;8759;45004.995;5138.14;9364;58878.025;6287.7;0.5387;0.5129
3555703;SP;União Paulista;1599;30802.235;19263.44;1636;36901.673;22556.03;1733;36025.712;20788.06;0.4304;0.3615
1507706;PA;São Sebastião da Boa Vista;22890;98323.587;4295.48;23696;131520.274;5550.32;24768;160680.058;6487.41;0.4933;0.546
3146107;MG;Ouro Preto;70227;3713842.157;52883.39;70886;5678230.518;80103.69;73700;5830893.895;79116.61;0.5622;0.5109
2900355;BA;Adustina;15706;92380.996;5881.89;15914;70095.005;4404.61;17044;98763.344;5794.61;0.504;0.5478
3162500;MG;São João del Rei;84404;1025243.181;12146.86;85353;1322015.191;15488.8;88902;1630011.109;18334.92;0.5476;0.5258
4110300;PR;Inajá;2988;30313.896;10145.21;3000;34882.94;11627.65;3110;42116.37;13542.24;0.4511;0.4383
2703759;AL;Jequiá da Praia;12035;149849.995;12451.18;11887;192568.695;16199.94;11918;212857.76;17860.19;...;0.4746
2605459;PE;Fernando de Noronha;2629;57330.956;21807.13;2718;71671.681;26369.27;2884;94464.718;32754.76;0.503;0.4605
4309407;RS;Guaporé;22810;426314.611;18689.81;23230;511192.994;22005.73;24331;691619.806;28425.46;0.4813;0.4251
4112801;PR;Joaquim Távora;10735;200959.047;18719.99;10899;264336.863;24253.31;11447;464253.425;40556.78;0.4986;0.4346
4211108;SC;Monte Castelo;8348;121676.946;14575.58;8346;140884.772;16880.51;8476;167156.908;19721.2;0.5671;0.4531
2933158;BA;Várzea Nova;13127;52481.971;3998.02;12910;62797.372;4864.24;13524;86987.695;6432.1;0.5274;0.4993
1507755;PA;Sapucaia;5047;54126.281;10724.45;5236;52925.062;10107.92;5492;80324.612;14625.75;0.478;0.5336
3506607;SP;Biritiba-Mirim;28573;319857.627;11194.4;29168;394948.889;13540.49;30830;704945.008;22865.55;0.5321;0.5377
2900405;BA;Água Fria;15726;61825.801;3931.44;15884;69640.941;4384.35;16959;92042.611;5427.36;0.545;0.5376
2933174;BA;Varzedo;9121;45057.355;4939.96;8987;54013.506;6010.18;9405;65506.676;6965.09;0.4919;0.5237
2802106;SE;Estância;64464;1108185.365;17190.76;65226;1446525.124;22177.12;67953;1772616.433;26085.92;0.5992;0.5383
3113404;MG;Caratinga;85322;859125.324;10069.21;86364;1071681.394;12408.89;90192;1322810.835;14666.61;0.608;0.5466
3162559;MG;São João do Manhuaçu;10245;86306.11;8424.22;10476;112826.808;10770.03;11038;129604.353;11741.65;0.6456;0.5878
2507200;PB;Itatuba;10201;52713.914;5167.52;10326;65368.037;6330.43;10666;84753.312;7946.12;0.5114;0.4989
2703809;AL;Joaquim Gomes;22581;94886.694;4202.06;22853;93298.405;4082.55;23941;130825.103;5464.48;0.5667;0.506
5210562;GO;Itaguari;4508;38353.151;8507.8;4533;49854.789;10998.19;4688;56131.229;11973.39;0.6425;0.3914
2605509;PE;Ferreiros;11437;74247.659;6491.88;11537;79865.991;6922.6;11904;91135.282;7655.85;0.5525;0.5106
2916807;BA;Itarantim;18548;100525.932;5419.77;18651;118540.328;6355.71;19968;163325.685;8179.37;0.5661;0.5181
2408904;RN;Parelhas;20347;131254.756;6450.82;20511;200184.523;9759.86;21387;232807.411;10885.46;0.5228;0.4533
2310605;CE;Penaforte;8226;50235.584;6106.93;8483;56728.987;6687.37;8743;83529.142;9553.83;0.5376;0.4578
3129806;MG;Ibirité;159026;1407024.606;8847.76;162867;1546417.492;9494.97;171932;1843088.947;10719.87;0.4461;0.4501
3162575;MG;São João do Manteninha;5183;28472.035;5493.35;5307;43800.366;8253.32;5591;55220.762;9876.72;0.5145;0.443
2114007;MA;Zé Doca;50160;224585.634;4477.39;49355;298243.819;6042.83;50190;381977.413;7610.63;0.557;0.529
2933208;BA;Vera Cruz;37587;275129.148;7319.8;38748;393786.747;10162.76;42103;466153.676;11071.74;0.6372;0.5787
5215652;GO;Palestina de Goiás;3382;45915.687;13576.49;3381;59598.029;17627.34;3490;83436.876;23907.41;0.5208;0.3851
3555802;SP;Urânia;8836;120647.087;13654.04;8838;139934.424;15833.27;9128;155532.055;17039.01;0.5144;0.4649
1507805;PA;Senador José Porfírio;12998;57736.302;4441.94;12641;74026.959;5856.1;12075;98266.728;8138.03;0.5929;0.5661
3146206;MG;Ouro Verde de Minas;6021;27353.709;4543.05;5985;31593.79;5278.83;6138;40559.613;6607.95;0.5168;0.5188
1720804;TO;Sítio Novo do Tocantins;9148;43776.217;4785.33;9097;56059.969;6162.47;9270;55892.349;6029.38;0.6374;0.5699
5210604;GO;Itaguaru;5429;46484.023;8562.17;5398;51315.18;9506.33;5504;62499.732;11355.33;0.6121;0.4585
4202578;SC;Bom Jesus do Oeste;2132;64023.031;30029.56;2130;75411.997;35404.69;2158;56583.299;26220.25;0.4391;0.3888
3162609;MG;São João do Oriente;7874;40940.506;5199.45;7781;48799.494;6271.62;7925;66552.369;8397.78;0.5081;0.4496
2913705;BA;Inhambupe;36290;263876.665;7271.33;37321;324466.702;8693.94;40441;339232.454;8388.33;0.5616;0.537
2916856;BA;Itatim;14539;135659.665;9330.74;13841;193477.369;13978.57;14691;273138.742;18592.25;0.5532;0.4709
2408953;RN;Rio do Fogo;10060;55098.183;5476.96;10187;78418.447;7697.89;10684;114719.092;10737.47;0.5903;0.5232
2201002;PI;Arraial;4688;16801.063;3583.84;4655;20649.167;4435.91;4678;25942.918;5545.73;0.5858;0.5573
4309506;RS;Guarani das Missões;8115;159411.113;19644.01;7983;175904.479;22034.88;8187;242286.892;29594.1;0.5225;0.4282
4112900;PR;Jundiaí do Sul;3433;40461.179;11785.95;3399;59625.147;17541.97;3469;61942.856;17856.11;0.7216;0.4992
4211207;SC;Morro da Fumaça;16126;355613.068;22052.16;16364;451809.221;27609.95;17052;625239.213;36666.62;0.4769;0.3616
2933257;BA;Vereda;6802;59405.789;8733.58;6681;88893.894;13305.48;6737;71509.438;10614.43;0.5529;0.4729
3146255;MG;Padre Carvalho;5834;28615.541;4904.96;5926;249699.442;42136.25;6203;37755.134;6086.59;0.5811;0.4454
3506706;SP;Boa Esperança do Sul;13658;122151.252;8943.57;13807;231387.909;16758.74;14452;250195.894;17312.2;0.5869;0.4439
1720853;TO;Sucupira;1739;20787.516;11953.72;1783;34935.804;19593.83;1878;46090.964;24542.58;0.6003;0.5048
2900504;BA;Érico Cardoso;10855;34198.332;3150.47;10746;41977.577;3906.34;11472;48530.018;4230.3;0.5995;0.4916
2802205;SE;Feira Nova;5325;32037.764;6016.48;5363;38318.227;7144.92;5551;54427.107;9804.92;0.4883;0.485
3113503;MG;Carbonita;9158;52832.271;5768.97;9176;78079.812;8509.13;9487;147035.321;15498.61;0.5402;0.4701
3162658;MG;São João do Pacuí;4066;18780.222;4618.84;4120;59540.863;14451.67;4308;28536.943;6624.17;0.4905;0.6465
3523107;SP;Itaquaquecetuba;321854;3222392.085;10011.97;329144;4071384.541;12369.61;348739;5742348.068;16466.03;0.4981;0.4556
2703908;AL;Jundiá;4202;28731.46;6837.57;4142;30716.079;7415.76;4253;38363.301;9020.29;0.5077;0.5381
2102705;MA;Cantanhede;20457;62812.316;3070.46;20879;81369.973;3897.22;21299;103088.22;4840.05;0.5528;0.6062
2605608;PE;Flores;22171;83016.108;3744.36;22162;99309.926;4481.09;22599;126999.452;5619.69;0.5432;0.5172
2916906;BA;Itiruçu;12693;58510.322;4609.65;12589;74613.191;5926.86;13336;86001.625;6448.83;0.6354;0.5039
2507309;PB;Jacaraú;13952;68711.179;4924.83;13991;76709.68;5482.79;14283;102623.946;7185.04;0.5832;0.5499
2300309;CE;Acopiara;51171;213402.49;4170.38;51768;262792.782;5076.36;52903;334587.505;6324.55;0.7103;0.5802
2310704;CE;Pentecoste;35412;200100.228;5650.63;35823;389496.46;10872.8;36611;314444.489;8588.8;0.5739;0.574
3129905;MG;Ibitiúra de Minas;3406;29973.221;8800.12;3395;35854.442;10560.95;3512;48744.442;13879.4;0.5174;0.4059
4309555;RS;Harmonia;4254;64604.211;15186.7;4344;90250.872;20775.98;4557;118083.006;25912.44;0.4108;0.362
3539509;SP;Pitangueiras;35314;672896.931;19054.68;35934;659742.58;18359.84;37860;722814.642;19091.78;0.5081;0.4237
4211256;SC;Morro Grande;2890;62462.785;21613.42;2886;67667.166;23446.7;2925;153479.145;52471.5;0.4044;0.5493
2933307;BA;Vitória da Conquista;306374;3506823.677;11446.22;315884;4355301.857;13787.66;340199;5389877.247;15843.31;0.6283;0.5588
3555901;SP;Uru;1251;20749.467;16586.3;1228;19764.915;16095.21;1240;23726.08;19133.94;0.4672;0.4223
4112959;PR;Juranda;7641;146631.203;19190.05;7567;201474.041;26625.35;7726;258994.828;33522.5;0.6063;0.4457
1507904;PA;Soure;22995;86847.417;3776.8;23461;137858.325;5876.06;24076;146968.743;6104.37;0.6051;0.5322
3146305;MG;Padre Paraíso;18852;94995.9;5039.04;19057;116706.196;6124.06;19859;133976.36;6746.38;0.6111;0.551
4309571;RS;Herveiras;2954;34769.612;11770.35;2954;33990.563;11506.62;3060;49244.047;16092.83;0.5107;0.4213
1720903;TO;Taguatinga;15053;110350.203;7330.78;15336;153236.357;9991.94;16086;209619.243;13031.16;0.6558;0.6521
3162708;MG;São João do Paraíso;22334;110198.524;4934.11;22517;136775.61;6074.33;23417;171259.942;7313.49;0.5175;0.4571
4309605;RS;Horizontina;18350;892861.01;48657.28;18446;1031746.076;55933.32;19174;1985182.413;103535.12;0.5052;0.4949
1720937;TO;Taipas do Tocantins;1945;12508.239;6430.97;1981;14719.8;7430.49;2075;18762.759;9042.29;0.5079;0.5814
4211306;SC;Navegantes;60588;1423383.314;23492.83;63764;2314770.366;36302.15;70565;3682249.102;52182.37;0.4813;0.4463
4113007;PR;Jussara;6613;90765.053;13725.25;6657;132647.112;19925.96;6931;175987.36;25391.34;0.4329;0.457
1507953;PA;Tailândia;79299;422200.902;5324.16;85468;508560.613;5950.3;93906;744887.895;7932.27;0.6166;0.5509
3506805;SP;Bocaina;10862;218422.882;20108.9;11073;339522.576;30662.2;11691;386317.454;33044;0.4587;0.4343
1507961;PA;Terra Alta;10254;34897.022;3403.26;10565;40539.315;3837.13;10973;57447.114;5235.32;0.6135;0.5642
2900603;BA;Aiquara;4602;28474.437;6187.4;4536;37433.329;8252.5;4790;47002.062;9812.54;0.5532;0.4393
4202602;SC;Bom Retiro;8942;147648.517;16511.8;9090;179431.914;19739.48;9498;289844.818;30516.41;0.5241;0.471
2802304;SE;Frei Paulo;13854;237701.94;17157.64;14162;232696.666;16431.06;14890;207128.531;13910.58;0.6424;0.4907
3113602;MG;Careaçu;6302;69178.442;10977.22;6372;87370.15;13711.57;6645;111319.898;16752.43;0.5253;0.4077
2704005;AL;Junqueiro;23854;138333.122;5799.16;24173;171675.689;7101.96;25078;203170.626;8101.55;0.6447;0.5691
3523206;SP;Itararé;47939;487568.165;10170.6;48143;574374.237;11930.59;49963;715153.073;14313.65;0.6257;0.4894
2917003;BA;Itiúba;36112;135693.142;3757.56;36200;167955.554;4639.66;38413;210683.198;5484.68;0.6349;0.5698
2409100;RN;Passa e Fica;11111;50210.715;4519.01;11519;75541.344;6557.98;12424;85777.543;6904.18;0.5828;0.5156
2507408;PB;Jericó;7538;36982.29;4906.11;7557;44481.727;5886.16;7703;53555.875;6952.6;0.5228;0.5118
1720978;TO;Talismã;2562;36606.214;14288.14;2601;42916.815;16500.12;2716;59787.042;22012.9;0.701;0.4837
2310803;CE;Pereiro;15764;61961.986;3930.6;15838;72845.113;4599.39;16089;99662.996;6194.48;0.694;0.5471
4309654;RS;Hulha Negra;6048;72552.527;11996.12;6147;98713.184;16058.76;6434;125299.6;19474.6;0.668;0.5491
1704600;TO;Chapada de Areia;1335;11127.326;8335.08;1345;13609.13;10118.31;1391;17135.596;12318.9;0.7259;0.5254
2933406;BA;Wagner;8983;40668.607;4527.29;8985;47143.257;5246.88;9720;64881.083;6675.01;0.6193;0.5262
2905156;BA;Caetanos;13666;36802.84;2693.02;14926;48945.96;3279.24;15913;65566.29;4120.3;0.6022;0.5028
1508001;PA;Tomé-Açu;56514;335913.012;5943.89;57914;435061.276;7512.2;59795;516725.515;8641.62;0.6137;0.5456
3146404;MG;Paineiras;4631;37241.431;8041.77;4592;46029.095;10023.76;4692;51612.074;11000.02;0.4801;0.4626
3556008;SP;Urupês;12720;164050.239;12897.03;12848;208123.463;16198.9;13426;276296.163;20579.19;0.5338;0.4235
5212956;GO;Matrinchã;4414;51470.828;11660.81;4398;68540.86;15584.55;4505;78351.359;17392.09;0.4969;0.4221
2607901;PE;Jaboatão dos Guararapes;644699;7586200.13;11767.04;654786;10484473.183;16012.06;680943;13217349.851;19410.36;0.6469;0.5961
5210802;GO;Itajá;5066;68154.032;13453.22;4973;76131.132;15308.89;5005;95744.528;19129.78;0.5304;0.4465
3162807;MG;São João Evangelista;15538;85078.996;5475.54;15558;123003.494;7906.13;16043;147237.813;9177.7;0.5997;0.5297
1508035;PA;Tracuateua;27466;95702.985;3484.42;28167;133833.609;4751.43;29125;188260.068;6463.87;0.5536;0.5873
2310852;CE;Pindoretama;18691;95128.693;5089.55;19247;120177.281;6243.95;19975;168302.945;8425.68;0.6048;0.4587
4309704;RS;Humaitá;4919;79616.578;16185.52;4873;85460.422;17537.54;5019;130179.271;25937.29;0.4701;0.4243
4211405;SC;Nova Erechim;4275;80481.329;18826.04;4386;147693.709;33673.9;4654;130592.388;28060.25;0.5054;0.4446
